title,price
"Thomson Neo 14.1 Inch In-N14C Windows 11, Intel Dual Core Processor & Window 11 Home Notebook (4 GB Ram DDR4/ 128 GB Emmc/Thin & Light Weight/Silver)",14990
"Lenovo IdeaPad Slim 3 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Laptop (8GB/512GB SSD/Win 11/Office 2021/2 Year Warranty/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.65Kg), 82KU017EIN",36499
"HP Envy x360 AI Laptop, Intel Core Ultra 5 125U, 12 Tops, 16GB LPDDR5, 512GB SSD, (Win11, Office21, Grey, 1.39 kg) Touchscreen, 2K, 14-inch(35.6cm), Intel Arc Graphics, 5MP IR Camera, fc0105TU",97980
"(Refurbished) HP EliteBook 840 G2 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/500 GB HDD/14"" (35.6 cm)/Windows 10 Pro/MS Office/WiFi/Bluetooth/Webcam/Integrated Graphics)",14499
"Lenovo ThinkPad E14 Intel Core i5 12th Gen 14"" FHD Thin and Light Laptop (16GB RAM/1TB SSD/Windows 11 Home/Office 2021/FPR/Backlit Keyboard/Black/1.59 kg), 21E3S04U00",73790
"(Refurbished) Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop (15.6 Inch, Blue, 1.76 Kg)",18998
"(Refurbished) HP 15s- Ryzen 5- 8GB RAM/512GB SSD 15.6 inch(39.6cm) FHD,Micro-Edge, Anti-Glare Display (A",29866
"HP Laptop 15, AMD Ryzen 5 7520U, 15.6-inch (39.6 cm), FHD, 16GB LPDDR5, 512GB SSD, AMD Radeon Graphics, FHD Camera w/Privacy Shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.59 kg), fc0030AU",42499
"Samsung Galaxy Book3 Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light Laptop (15.6 Inch, Silver, 1.58 Kg, with MS Office)",55190
(Refurbished) Lenovo ThinkPad T470 7th Gen Intel Core i7 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14 (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth 4.1/Webcam/Intel Graphics),16999
"Acer Aspire 3 (Intel Core i3 1215U Processor/ 8GB/ 512 GB SSD/Windows 11 Home/MS Office) A315-59 with 39.6 cm (15.6"") Full HD Display /1.78kg",31590
"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, 4GB RTX 3050 GPU, 15.6-inch (39.6 cm) FHD IPS 144Hz, 8GB DDR4, 512GB SSD, Backlit KB, 9ms Response time (Win 11, MSO, Silver, 2.37 kg), fb0050AX",57800
"HP 250 G8 Commercial Laptop (11th Gen Intel Core i3, 8GB RAM, 512GB SSD, Win 10 Professional Edition), 3Y668PA - for Small and Medium Business, Black, 15.6",32990
"HP 250R G9 Intel Core i3 13th Gen Intel Core i3-1315U (13th Gen) - (8 GB/512 GB SSD/Windows 11 Home) 250R G9 Thin and Light Laptop (15.6 inch, Ash Grey, 1.74 kg)",31800
"(Refurbished) Lenovo ThinkPad L14 Intel Core i5-10310U Quad Core Processor Laptop (32 GB DDR4 RAM/1 TB SSD/14"" (39.62 cm) FHD (1080p)/Windows 11/WiFi/Bluetooth/Webcam)",29990
(Refurbished) Lenovo ThinkPad L490 8th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14 (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Intel Graphics),17990
"ASUS Zenbook 14, Intel Core Ultra 9 185H, 14"" 3K OLED 16:10 120Hz, Thin & Light Laptop, Built-in AI (32GB/1TB SSD/Win11/Office 2021/Backlit/Touchscreen/75WHr/Ponder Blue/1.28 Kg), UX3405MA-PZ962WS",134990
"(Refurbished) HP EliteBook 745 G6 AMD Ryzen 7 Pro 3700U Thin & Light HD Laptop (8 GB DDR4 RAM|256 GB SSD|14"" (35.6 cm) HD|Windows 11 Pro|MS Office|WiFi|Webcam|AMD Radeon Graphics)",20499
"(Refurbished) INFINIX Y1 Plus Neo (2023) Intel Celeron Quad Core 11th Gen N5100 - (4 GB/128 GB SSD/Windows 11 Home) XL30 Thin and Light Laptop (15.6 Inch, Blue, 1.76 Kg)",15990
HP Zbook Power G4-A /15.6(39.6 cm) FHD Display Creator Laptop AMD Ryzen 7 6800H/1TB SSD/16GB RAM/NVIDIA Quadro T600 (4 GB GDDR6 Dedicated)/Windows 11 Home/Microsoft Office 2021,106240
(Refurbished) HP ZBook Firefly 15 G8 Mobile Workstation : Intel Core i7 1165U 16GB (1x16GB) DDR4 512GB NVMe Windows 10 Pro 15.6 inch Full HD Graphics card : Intel Iris Xe Graphics,45900
"Lenovo IdeaPad Slim 3 Ryzen 5 7530U 15.6"" (39.6cm) FHD Thin and Light Laptop (8GB/512GB SSD/Integrated AMD Radeon Graphics/Windows 11/MS Office 2021/1 Year Warranty/Grey/1.6Kg), 82XM00G1IN",43500
"Acer Aspire Lite 12th Gen Intel Core i5-1235U Premium Laptop (8 GB RAM/512 GB SSD/Win11 Home&Student/Intel Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display,(UN.321SI.007)",44990
"HP Laptop 15, Intel® Core™ 7 150U,15.6-inch(39.6 cm),FHD,Anti-Glare,16GB DDR4,512GB SSD,Dual Speakers,Windows 11,Natural Silver,1.65 kg,15-fd1100TU",76990
"(Refurbished) ASUS Vivobook 16, Intel®Core™ i3-1215U 12th Gen, 16-inch (40.64 cm) FHD+, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/FingerPrint/Black/1.88kg), X1605ZAB-MB322WS",28791
"(Renewed) HP Intel Core i7 6700HQ 15.6-Inch (39.62 cms) 1920 X 1080 Laptop (32 GB/1TB SSD/Windows/Intel HD Graphics & Nvidia 1000m/Grey/2.7 Kg), Zbook 15",34500
"Dell G15 5530 Gaming Laptop, Intel i9-13900HX,16GB DDR5,1TB SSD,NVIDIA RTX 4060-8GB GDDR6, 15.6"" (39.62cm) FHD 165Hz,NVIDIA G-SYNC+DDS Display,Win 11, Backlit Keyboard 4-Zone,Dark Shadow Gray, 2.65 Kg",145950
"HP Victus Gaming Laptop, 12th Gen Intel Core i7-12650H, 4GB RTX 3050Ti GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 512GB SSD, Backlit KB, B&O, Dual Speakers (MSO, Blue, 2.37 kg), fa0354TX",81990
"Dell Vostro 3401 Intel i3-1115G4 Laptop, 8GB DDR4, 256GB SSD, 14 Inches(35cm) FHD Display, Integrated Graphics, Windows 10 + MSO, Black (D552190WIN9BE), 1.59Kg",48999
"(Refurbished) MSI Cyborg 15, Intel 12th Gen. i7-12650H, 40CM FHD 144Hz Gaming Laptop (8GBx2/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Translucent Black/1.98Kg), A12VE-070IN",69435
"(Renewed) HP Intel Core i7 6700HQ 15.6-Inch (39.62 cms) 1920 X 1080 Laptop (16 GB/512 GB SSD/Windows/Intel HD Graphics & Nvidia 1000m/Grey/2.7 Kg), Zbook 15",34500
"Lenovo V15 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/DOS/Arctic Grey/1.65 Kg), 82YU00W6IN",27439
"(Refurbished) HP C640 10th Gen Intel Core i5 Thin & Light Touchscreen FHD Laptop (8 GB DDR4 RAM | 64 GB eMMC + 128 GB MicroSD Card | 14"" (35.6 cm) FHD | Windows 11 | WiFi | Bluetooth | Intel Graphics)",22500
"MSI Modern 14 C12M, Intel 12th Gen. i3-1215U, 36CM FHD 60Hz Laptop (8GB/512 NVMe SSD/Windows 11 Home/UDH Graphics,/Urban Silver/1.4Kg), C12M-445IN",30290
"Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" (39.62cm) FHD Anti-Glare (8GB/ 512 GB SSD/Windows 11 Home/Integrated Intel/Arctic Grey/1.65 kg),82H801LJIN",35990
"Lenovo LOQ Intel Core i5-12450H 15.6"" (39.6cm) FHD IPS 144Hz 350Nits Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 4050 6GB Graphics/Office 2021/3 Month Game Pass/Storm Grey/2.4Kg), 82XV00F6IN",89999
"(Refurbished) Dell Latitude Laptop E5470 Intel Core I5 6Th Gen. - 6200U Processor, 8 Gb Ram & 128 Gb Ssd",16320
"(Refurbished) Acer Chromebook 8th Gen Intel Core i7 13.5"" (34.3 cm) FHD Touchscreen 2-in-1 Laptop (16 GB RAM, 128GB Flash Storage, Chrome OS, UHD Graphics, WiFi, BT, Webcam)",22999
"(Refurbished) HP 15s, Ryzen 5-5500U, 16GB RAM/512GB SSD 15.6-inches(39.6 cm) FHD, Micro-Edge, Anti-Glare",36497
"(Refurbished) Lenovo V310 7th Gen Intel Core i5 Thin & Light HD Laptop (12 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/BT/Webcam/Intel Graphics)",17999
Microsoft New Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 13.8” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Plus (10 Core) - 16GB RAM - 512GB SSD - Platinum - ZGM-00023,127535
"Dell G16 7630 Gaming Laptop, Intel Core i7-13650HX Processor, 32Gb + 1TB SSD, NVIDIA RTX 4060 8GB GDDR6, 16"" (40.64cm) QHD+ 240Hz Display, RGB Backlit Keyboard with G-Key, Metallic Nightshade, 2.97kg",148990
"(Refurbished) Lenovo ThinkPad X270 6th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/512 GB SSD/12.5"" (31.8 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Intel Graphics)",15990
"(Refurbished) Dell Latitude Laptop 7470 Intel Core i5 - 6300u Processor 6th Gen, 16 GB Ram & 128 GB SSD, 14.1 Inches (Ultra Slim & Feather Light 1.59KG) Notebook Computer",25000
"Dell XPS 9730 Laptop, Intel Core i7-13700H Processor/32GB DDR5/1TB SSD/NVIDIA RTX 4060 8GB GDDR6/17.0"" (43.18cm) UHD+ AR Touch 500 nits/Backlit KB + FPR/Win 11 + MSO'21 + 15 Month McAfee/Silver/2.44kg",273590
"Lenovo V14 Intel Core i3 11th Gen 14"" (35.6 cm) HD (1366x768) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.6 kg), 82KAA08BIH",34970
"Samsung Galaxy Book3 360 Intel 13th Gen i7 EvoTM 39.6cm(15.6"") Super Amoled 2-in-1 Touchscreen Laptop (16 GB/1 TB SSD/Windows11/MS Office/Backlit KB/Fingerprint Sensor/Graphite/1.46Kg), NP750QFG-KA3IN",127990
"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/512 GB SSD/14"" (35.6 cm)/Windows 11/MS Office/WiFi/Bluetooth 4.0/Webcam/Intel HD Graphics)",17959
"Dell Gaming G15 5525, AMD R7-6800H, 16GB, 512GB SSD, NVIDIA RTX 3050 (4GB GDDR6), 15.6"" (39.62Cms) FHD WVA AG 120Hz 250 nits, Win 11 + MSO'21, McAfee 15 Months, Phantom Grey with speckles, 2.51Kgs",79990
"Dell New 14"" Latitude 3420-- I5 11Th Gen || 16 Gb || 1Tb + 512 Gb Ssd || 14"" HD || Windows10 Pro ( Upgradeable Windows 11 Pro) || 3 Year Onsite with Adp Warranty || Backlit || Intel Iris Xe Graphics",63750
"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Touchscreen Laptop (8 GB RAM/1 TB HDD/14"" (35.6 cm) HD/Windows 11/WiFi/Bluetooth 4.1/Webcam/Integrated HD Graphics)",17999
"(Refurbished) Dell Precision 7510 Intel Core i7 - 6920HQ Quad Core Processor, 64 GB Ram & 2TB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Dual Intel & Nvidia Quadro M2000M (4GB Graphic ) Laptop",45000
"MSI Thin 15, Intel Core i5-13420H, 40CM FHD 144Hz Gaming Laptop(8GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050,GDDR6 4GB /Cosmos Gray/1.86Kg), B13UCX-1808IN",53990
"MSI Thin 15, Intel Core i5-12450H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4050,GDDR6 6GB /Cosmos Gray/1.86Kg), B12VE-1689IN",74990
"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 2050 Graphics 4 GB VRAM, 144Hz Display (16 GB DDR5/1 TB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51",69990
"(Refurbished) Acer Aspire Lite 11th Gen Intel Core i5-1155G7 Thin and Light Laptop (16GB RAM/512GB SSD/Intel Iris Xe Graphics, Win 11 Home) AL15-51, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg",36000
"HP OMEN, 13th Gen Intel Core i7-13700H, 8GB NVIDIA RTX 4060, 16GB DDR5, 512GB SSD, (Win11, Office21, Black, 2.3kg), 165Hz, 7MS, IPS, 16.1-inch (40.9cm) Gaming Laptop, Tempest Cooling, RGB kb, wf0055TX",139990
(Refurbished) Lenovo Thinkpad Laptop L480 Full HD Screen Intel Core i5 :: 8th Generation :: 8350u Processor :: 32 GB Ram :: 256 GB SSD :: 14 Inches Notebook Computer,21900
"HP OMEN, 13th Gen Intel Core i9-13900HX, 12GB NVIDIA RTX 4080, 32GB DDR5, 1TB SSD, (Win 11, Office 21, Black, 2.76kg), 240Hz, 3MS, IPS, 17.3-inch (43.9cm) QHD Gaming Laptop, RGB Kb, ck2004TX",298245
"MSI Modern 15, Intel 12th Gen. i3-1215U, 40CM FHD 60Hz Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Intel UHD Graphics/Classic Black/1.7Kg), B12M-613IN",31499
"Dell Alienware m16 R1 Gaming Laptop, Intel i7-13650HX/16GB/512GB/16 (40.64cm) QHD+ 165Hz, 100% sRGB/NVIDIA RTX 4050, 6 GB GDDR6/Win 11 + MSO'21, 15 Month McAfee/Dark Metallic Moon/",129600
"Dell Inspiron 3535, Windows 11 Home, AMD Ryzen 5-7520U, (8GB RAM/512GB SSD/FHD/Window 11/Ms Office' 21/15.6""(39.62 Cm)/15 Month Mcafee/Platinum Silver/1.67Kg Laptop",39980
"Dell Inspiron 3530 13th Gen Laptop, Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) FHD WVA AG 120Hz 250 nits Narrow Border/Windows 11+MSO'21/McAfee 15 Month/Platinum Silver/1.62kg",40490
"Dell Refurbished Inspiron 3520 Laptop, Intel Core i5-1235U Processor, 16GB,512GB,15.6"" (39.62cm) FHD Display, Backlit Keyboard, Win 11 + MSO'21,15 Month McAfee, Silver, Thin & Light-1.65kg",49900
"(Renewed) Lenovo ThinkPad X280 Intel Core i5 8th Gen 12.5-inch Full HD Thin and Light Laptop (16GB RAM/ 512 GB SSD/Windows 10 Professional/Black/ 1.16 Kg), 20KFS05L00",18499
"Lenovo V15 AMD Ryzen5 5500U 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.7 kg), 82KDA011IH",39990
"Lenovo V15 AMD Ryzen5 5500U 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.7 kg), 82KDA011IH",39990
"CHUWI CoreBook X Laptop 12thGen i3-1220P Processor, 8GB DDR4 RAM and 512GB SSD, Intel® UHD Graphics,14.0"" FHD IPS Display, Backlit Keyboard, Windows 11 Home, WIFI6, BT5.2, 3.5MM Jack, Metal Body, Grey",26990
"Dell Alienware m16 Gaming Laptop, AMD Ryzen 7-7745HX/16GB DDR5/1TB SSD/16 (40.64cm) QHD+ 165Hz, 3ms, 100% sRGB/NVIDIA RTX 4060, 8 GB GDDR6/Win 11 + MSO'21/15 Month McAfee/Dark Metallic Moon/3.23kg",139990
"Apple 2024 MacBook Pro Laptop with M4 Pro chip with 14‑core CPU and 20‑core GPU: Built for Apple Intelligence, (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 1TB SSD Storage; Silver",229990
"(Refurbished) JioBook 11 (2023) NB1112MM(BLU) (Mediatek 8788 Octa-core 2 GHz/ARM Mali G72 MP3 @800 MHz/29.5cms 60 Hz/Thin and Light Laptop/ 4 GB LPDDR4/ 64 GB eMMC/JioOS 4G LTE, Dual Band Wi-Fi/Blue/ 990 GMS)",9000
(Refurbished) 2020 HP Chromebook x360 Laptop Computer 8th Gen Intel Core i3-8130U up to 3.4GHz (Beat i5-7200U) 8GB DDR4 RAM 64GB eMMC 14inch FHD 2-in-1 Touchscreen,18999
"Lenovo Yoga Pro 9 Intel Evo Core Ultra 9 185H Built-in AI 16""(40.6cm) 3.2K IPS 165Hz Touchscreen Laptop (32GB/1TB SSD/NVIDIA RTX 4050 6GB/Win11/MSO 21/5.0MP+IR Cam/3 Mon GamePass/Grey/2Kg), 83DN004VIN",181990
"(Refurbished) HP 15s,12th Gen Intel Core i3-1215U, 15.6 inch(39.6cm) FHD IPS Laptop(8GB RAM/512 GB SSD/Intel UHD Graphics/Win 11/Backlit Keyboard/Dual Speakers/MSO) 15s-fq5007TU",31450
"Lenovo IdeaPad 3 12th Gen Intel Core i5-1235U 15.6"" (39.62cm) FHD Thin and Light Laptop (8GB/512GB SDD/Windows 11/Office 2021/Backlit/2 Yr Warranty/3months Game Pass/Arctic Grey/1.63Kg), 82RK00EDIN",48990
"(Refurbished) Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/Alexa built-in/3 month Game Pass/Grey/1.37Kg), 83EQ005VIN",39900
"Acer Nitro V Gaming Laptop AMD Ryzen 5 6600H Processor, NVIDIA GeForce with RTX 3050 6 GB Graphics (16 GB DDR5/512 GB SSD/Windows 11 Home/Wi-Fi 6/165Hz) ANV15-41, 15.6"" FHD IPS Display, 2.1 KG",62990
HP 15s Ryzen 5 5500U (8GB RAM/512GB SSD/FHD/Windows 11/MS Office 21/15.6” (39.6cm)/Silver/1.69kg) eq2223AU Laptop,37390
"(Refurbished) HP 15S Intel Core i3 12th Gen (8GB Ram/256GB SSD/Fhd/Windows 11/Ms Office'21/15.6"" (39.6Cm)/Silver/1.69 Kg) Fy5010Tu Laptop",28890
"Lenovo V14 Intel Core i5 11th Gen 14"" (35.6 cm) HD (1366x768) Antiglare 250 nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.6 kg), 82KAA04QIH",36990
"ULTIMUS All-New S152, 15.6 (39.62 cms) FHD Display, Intel Celeron N4020 Processor, Thin & Light Laptop (4GB/256 GB SSD/Windows 11/Space Grey/1.77 kg/ RJ45 LAN Port), NU15U2INC44VN-SG",22940
"GIGABYTE G5 KE-52IN213SH with 15.6"" FHD 144Hz, Intel 12th Gen i5-12500H,Nvidia RTX 3060 6G Gaming Laptop (16GB DDR4 Memory/Windows 11 Home/64bit + Office 365 / Gen4 512 GB SSD Black)",110990
"Microsoft Surface Laptop GO2 Touch Screen 12.4"" inches, 11th Gen Intel ® Core i5/8GB RAM /128 SSD/English Hdwr Platinum, Windows Hello - (8QC-00021)",61820
"ASUS TUF Gaming F15 15.6"" (39.62 cms) FHD 144Hz, Intel Core i5-10300H/GTX 1650 4GB Graphics, Gaming Laptop (8GB RAM/512GB NVMe SSD/Windows 11/Office H&S/Black/2.30 Kg) FX506LH-HN258WS",55990
"Dell 15 (2022) Intel I5-1135G7, 16Gb/512Gb Ssd, Windows 11+Mso'21, 15.6 Inches (39.61 Cms) Fhd Display, Platinum Silver (D560659Win9S, Inspiron 3511)",49400
"(Renewed) Lenovo Legion 5 11th Gen Intel Core i7 15.6""(39.62cm) FHD IPS Gaming Laptop (16GB/512GB SSD/NVIDIA RTX 3050 4GB/120Hz Refresh Rate/Windows 10/MS Office/Backlit Keyboard/Phantom Blue/2.4Kg), 82JK007WIN",73575
"AVITA Laptop LIBER E Intel Core i3-1215U 15.6 INCH 8GB RAM, 512GB SSD",26642
"(Refurbished) IdeaPad Flex 5 Intel Core i5-1235U 14-inch(35.56cm) WUXGA IPS 2-in-1 Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/Fingerprint/FHD Camera/Alexa/Storm Grey/1.5Kg),82R70069IN",54391
"(Refurbished) Dell Latitude E7470, Intel Core i5 6th Gen/8gb/256gb Ssd/webcam/14''/Windows 10 Pro",16949
"(Refurbished) HP ProBook 430 G3 6th Gen Intel Core i7 Thin & Light HD Laptop (16 GB DDR4 RAM/512 GB SSD/13.3"" (33.8 cm)/Windows 11/MS Office/Wifi/Bluetooth 4.0/Webcam/Integrated Graphics)",28999
"(Renewed) Dell Latitude Laptop E7480 Intel Core i5-6200u Processor 6th Gen, 32 GB Ram & 256 GB SSD, 14.1 Inches (Ultra Slim & Feather Light 1.37KG) Notebook Computer",26490
"Lenovo V15 (2021) Intel Core i3 10th Gen 39.63cm (15.6"") FHD Thin and Light Laptop (4GB RAM/ 256GB SSD/Windows 10 Home/Microsoft Office Home & Student/Iron Grey/ 1.85 kg), 82C500XYIH",32970
"Lenovo V15 (2021) Intel Core i3 10th Gen 39.63cm (15.6"") FHD Thin and Light Laptop (4GB RAM/ 256GB SSD/Windows 10 Home/Iron Grey/ 1.85 kg), 82C500XXIH",32990
"Acer Aspire 5 A515-56 Thin and Light Laptop | 15.6"" Full HD Display | 11th Gen Intel Core i5-1135G7 Processor | 8GB DDR4 |512GB SSD | HD Webcam|Backlit KB| WiFi 6| Windows 10 Home | MS Office | 1.65Kg",46999
HP 255 G8 3K1G7PA AMD Ryzen 5-3500U 15.6 inches Business Laptop (8GB Ram/1TB HDD/HD/DOS/Radeon Vega 8 Graphics/Dark Ash Silver/1.74Kg),36999
"ASUS VivoBook Ultra 15 (2020), Intel Core i5-1135G7 11th Gen, 39.62 cm (15.6-Inch)( FHD Thin and Light Laptop (8GB RAM/1TB HDD +256GB SSD/Office 2019/Windows 10/Integrated/Star Black/1.8 kg), X513EA-BQ502TS",44190
HP 255 G8 3K1G7PA AMD Ryzen 5-3500U 15.6 inches Business Laptop (8GB Ram/1TB HDD/HD/DOS/Radeon Vega 8 Graphics/Dark Ash Silver/1.74Kg),36999
"ASUS VivoBook Ultra 15 (2020), Intel Core i5-1135G7 11th Gen, 39.62 cm (15.6-Inch)( FHD Thin and Light Laptop (8GB RAM/1TB HDD +256GB SSD/Office 2019/Windows 10/Integrated/Star Black/1.8 kg), X513EA-BQ502TS",44190
"Lenovo IdeaPad Pro 5 AMD Ryzen 7 8845HS 16"" (40.64cm) 2K-OLED 400Nits 120Hz Laptop (16GB/1TB SSD/NVDIA RTX 4050 6GB/Win11/100% DCI-P3/Office 2021/Alexa/3 Month Game Pass/Grey/1.91Kg), 83D5000SIN",131990
(Refurbished) DELL Precision 5540 Laptop / Intel Core i7-9850H / 32GB RAM / 512GB SSD / Nvidia Quadro T1000 with 4GB Graphics / Windows 10 Pro / 15.6 inches Ultra HD 4K Touchscreen Display,49499
"(Refurbished) HP Probook Laptop 640G3 7th Generation Intel Core i5-7200u Processor , 16 GB Ram & 512 GB SSD, 14 Inches Notebook Computer",18699
"HP Laptop 14, AMD Ryzen 5 7520U, 14-inch (35.6 cm), FHD, 8GB LPDDR5, 512GB SSD, AMD Radeon Graphics, FHD Camera w/Privacy Shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.4 kg), em0026AU",51700
"(Refurbished) Lenovo ThinkPad T460 6th Gen Intel Core i5 Thin & Light HD Laptop (16 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Intel Graphics), Black",16498
"(Refurbished) Lenovo ThinkPad T460 i7 6th Gen Intel Core i7 Thin & Light HD Laptop (8 GB RAM|256 GB SSD|14"" (35.6 cm) HD|Windows 11|MS Office|WiFi|Bluetooth|Webcam|Intel Graphics)",15999
"Dell Inspiron 7430 2in1 Touch Laptop, 13th Gen Intel Core i3-1315U/8GB/1TB SSD/14.0"" (35.56cm) FHD+,16:10 Aspect Ratio/Backlit KB+FPR/Win 11+MSO'21/15 Months McAfee/Platinum Silver/Thin & Light-1.58kg",63990
"ASUS Vivobook 15X (2023), Intel Core i5-1335U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (16GB/512GB SSD/Iris Xᵉ Graphics/Win 11/Office 2021/Backlit KB/Black/1.6 kg), K3504VAB-NJ541WS",49990
"(Refurbished) Lenovo Thinkpad Laptop T460 Intel Core i5 - 6300u Processor 16 GB Ram & 1 TB SSD, 14 Inches Notebook Computer",18000
"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.6cm) WUXGA-IPS 300Nit Thin & Light Laptop (16GB/1TB SSD/Win 11/MSO 21/FHD+IR Cam/1Yr ADP Free/3 mon Game Pass/Grey/1.9Kg), 83DC0042IN",81990
"Lenovo IdeaPad Gaming 3 12th Gen Intel Core i5 12450H 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win11/Office 21/NVIDIA RTX 3050 4GB/Alexa/3 Mon Game Pass/Onyx Grey/2.3Kg), 82S9017TIN",65547
"MSI Modern 15 H AI, Intel 1st Gen. Ultra 7 155H,Built-in AI, 40CM Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Intel Arc/Classic Black/1.9Kg), C1MG-045IN",64990
"MSI Thin 15, Intel Core i5-13420H, 40CM FHD 144Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4050,GDDR6 6GB /Cosmos Gray/1.86Kg), B13VE-1802IN",77990
"Hp Envy X360,Enhanced By Ai,Intel Core Ultra 7 155U,14-"" (35.6 Cm),2.8K,32Gb Lpddr5,1Tb Ssd,Intel Graphics,5Mp Ir Camera,Copilot Key,Poly Studio (Win 11,Mso 2021,Blue,1.44 Kg),Fc0100Tu-Windows 11 Home",143100
"(Refurbished) HP Laptop 15s, Intel Pentium Silver N6000, 15.6-inch (39.6 cm), HD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.65 kg), fq3073TU",27190
"ASUS TUF Gaming, 14"" FHD, 165Hz 400 nits, AMD Ryzen 7 8845HS Processor 3.8GHz, Gaming Laptop (16GB RAM/1TB SSD/NVIDIA GeForce RTX 4050/Windows 11/Office 2021//Jaeger Gray/1.46 Kg), FA401UU-RG033WS",119990
"HP Chromebook X360 14, Intel Processor N100, Chrome OS, 14-Inch(35.6 Cm), Hd, Touchscreen, 4Gb Lpddr5, 128Gb Ufs, Intel Uhd Graphics, 720P Hd Camera W/Privacy Shutter(Silver, 1.37 Kg), Cd0011Tu",36039
"(Refurbished) IdeaPad Flex 5 AMD Ryzen 5 5500U 14-inch (35.56cm) WUXGA IPS 2-in-1 Convertible Touchscreen Laptop (16GB/512GB SDD/Win11/Office 2021/Backlit/FPR/Storm Grey/1.55Kg), 82R9008GIN",49715
"ASUS Vivobook Go 14 (2023), AMD Ryzen 3 7320U, Thin & Light Laptop, 14-inch (35.56 cm) FHD, (8GB RAM /512GB SSD/Windows 11/Office 2021/Alexa Built-in/Grey Green/1.38 kg), E1404FA-NK323WS",31100
