title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Computer Memory Type,tech_Maximum Memory Supported,tech_Hard Drive Size,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Audio Details,tech_Speaker Description,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Wireless Type,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_Package Dimensions,tech_Number of USB 2.0 Ports,tech_Optical Drive Type,tech_Memory Clock Speed,tech_Number of USB 3.0 Ports,tech_Power Source,tech_Average Battery Standby Life (in hours),tech_Lithium Battery Weight,tech_Number of Lithium Metal Cells,tech_Notebook Display Technology,tech_Graphics Card Ram Size,tech_Number of Ethernet Ports,tech_Front Webcam Resolution,tech_Hardware Platform,tech_Hard Disk Rotational Speed,tech_Rear Webcam Resolution,tech_Number of Microphone Ports,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Model,tech_Model Name,tech_Model Year,tech_Flash Memory Installed Size,tech_Special Features,tech_Mounting Hardware,tech_Number of items,tech_Batteries Included,tech_Batteries Required,tech_Device interface - primary,tech_Material,tech_Has Auto Focus,tech_Includes Rechargeable Battery,tech_Includes AC Adapter,tech_Programmable Buttons,tech_Imported By
"Lenovo IdeaPad Slim 3 13th Gen Core i5-13420H (16GB RAM/512GB SSD/FHD IPS/Windows 11/MS Office'21/14"" (35.56cm)/Alexa Built-in/Grey/1.3Kg, 83EL003PIN Laptop","58,590",https://www.amazon.in/Lenovo-IdeaPad-i5-13420H-Office21-83EL003PIN/dp/B0DP595V9S/ref=sr_1_79?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-79&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,Lenovo,Lenovo,IdeaPad Slim 3,Arctic Grey,Thin & Light,,,14 Inches,1927 x 1080 pixel,1920 x 1080 Pixels,,1 Lithium Ion batteries required. (included),14IRH8,Intel,Intel Core i5,2.1 GHz,8,,Lpddr 5,DDR5 RAM,16 GB,512 GB,SSD,PCIE x 4,"Headphones, Speakers","User-facing stereo speakers, 1.5W x2, optimized with Dolby Audio",Intel UHD Graphics,Intel,Integrated,Shared,Integrated,Wi-Fi,,,,,Windows 11 Home,7 Hours,Yes,47 Watt Hours,4,"User Guide, Laptop, Power Adapter, Warranty Card",,1 kg 370 g,B0DP595V9S,,"#4,398 in Computers & Accessories (See Top 100 in Computers & Accessories)
#148 in Traditional Laptops",27-Nov-24,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Count,Laptop,48.4 x 29.8 x 7.6 cm; 1.37 kg,,No Optical Drive,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Victus, 13th Gen Intel Core i7-13620H, 6GB NVIDIA RTX 4050, 16GB DDR6, 1TB SSD (Win11, Office21, Silver, 2.3kg) 144Hz, IPS, 15.6-inch(39.6cm) Flicker-Free Gaming Laptop, Enhanced Cooling, fa1332TX","89,990",https://www.amazon.in/HP-I7-13620H-15-6-Inch-Response-Fa1332Tx/dp/B0D2DHNKFB/ref=sr_1_80?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-80&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,HP,HP,HP Victus,Silver,Laptop,52.1 Centimeters,31.1 Centimeters,39.6 Centimetres,1920 x 1080 pixel,,6.9 x 31.1 x 52.1 cm; 3.4 kg,1 Lithium Ion batteries required. (included),,Intel,Intel Core i7,4.9 GHz,1,16,DDR4,,16 GB,1 TB,SSD,,Headphones,,NVIDIA GeForce RTX 4050,Intel,Dedicated,GDDR6,Integrated,Wi-Fi,,,5 Volts,,Windows 11 Home,,Yes,70 Watt Hours,4,"Laptop, Charger, User Manual",,3 kg 400 g,B0D2DHNKFB,"3.8
9 ratings
3.8 out of 5 stars","#3,285 in Computers & Accessories (See Top 100 in Computers & Accessories)
#98 in Traditional Laptops",22-Apr-24,"SG66 – QUANTA CQ,Tech-Front (CHongqing) computer CO.,LTD,18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",6.9 x 31.1 x 52.1 Centimeters,1 Count,Laptop,,,,,,,,,,,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
Razer Goliathus Mobile Stealth Portable Gaming Mouse Pad (Black) - RZ02-01820500-R3M1,532,https://www.amazon.in/Razer-Goliathus-Mobile-Stealth-Portable/dp/B072QR5X96/ref=sr_1_81?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-81&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,Razer,Razer,,,,,,12.5 Inches,,,27 x 21.49 x 0.1 cm; 52 g,,RZ02-01820500-R3M1,,,,4,8 GB,,DDR SDRAM,,,,,,,,,,,,,802.11a,,,,,,,,,,China,52 g,B072QR5X96,"4.4
30,708 ratings
4.4 out of 5 stars","#8,397 in Electronics (See Top 100 in Electronics)
#80 in Traditional Laptops",13-Jul-17,"Razer (Asia-Pacific ) Pte Ltd, 514 Chai Chee Lane, #07-01~06 Singapore 469029","Acro Engineering Company, 522/1 Jonapur Village , Dew Delhi - 110020",27 x 21.5 x 0.1 Centimeters,1 Unit,Mousepad,,,,,,,,,,,,,,,,,,,,,,RZ02-01820500-R3M1,Goliathus,2017,512,Non slip,Gaming Mat,1,No,No,Touchscreen,Rubber,No,No,No,No,"Acro Engineering Company, 522/1 Jonapur Village , Dew Delhi - 110020"
"Lenovo LOQ 2024 AMD Ryzen 7 7435HS | NVIDIA RTX 4050 6GB (24GB RAM/512GB SSD/15.6"" (39.6cm)/Windows 11/Office Home 2024/100% sRGB/3 Mon. Game Pass/Grey/2.4Kg), 83JC00EGIN Gaming Laptop","82,490",https://www.amazon.in/Lenovo-7435HS-NVIDIA-Windows-83JC00EGIN/dp/B0DPQHCKQD/ref=sr_1_82?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-82&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,Lenovo,Lenovo,LOQ,RTX 4050 | Office 2024,Gaming Laptop,,,15.6 Inches,1920 x 1080 pixels,1920x1080 Pixels,,1 P76 batteries required. (included),15ARP9,AMD,Ryzen 7,3.1 GHz,8,,DDR5,DDR5 RAM,32 GB,512 GB,SSD,PCIE x 4,Speakers,"Stereo speakers, 2W x2, optimized with Nahimic Audio",NVIDIA RTX 4050,NVIDIA,Dedicated,Shared,PCI Express,"Bluetooth, Wi-Fi",802.11ax,,,,Windows 11 Home,6 Hours,Yes,60 Watt Hours,4,"User Guide, Laptop, Power Adapter",China,2 kg 380 g,B0DPQHCKQD,"4.2
9 ratings
4.2 out of 5 stars","#3,696 in Computers & Accessories (See Top 100 in Computers & Accessories)
#118 in Traditional Laptops",06-Dec-24,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Piece,Laptop,54 x 35.7 x 8.9 cm; 2.38 kg,,Not Available,,4,,,,,,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Pavilion Touchscreen 12th Gen Intel Core i5-1235U, 16GB DDR4, 512GB SSD, (Win11,Office21,Silver,1.41 kg), IPS,14-inch (35.6cm) FHD Laptop, Intel Iris Xe Graphics, HD Camera,Backlit KB,B&O,dv2041TU","61,390",https://www.amazon.in/HP-Pavilion-i5-1235U-Touchscreen-Graphics/dp/B0BWSGZFYR/ref=sr_1_83?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-83&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,HP,HP,HP Pavilion,"Silver, 12th Gen i5",Laptop,17 Millimeters,21.7 Centimeters,14 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,32.5 x 21.7 x 1.7 cm; 1.41 kg,1 Lithium Ion batteries required. (included),14-dv2041TU,Intel,Core i5,4.4 GHz,1,16 GB,DDR4,SDRAM,16 GB,512 GB,SSD,USB 2.0,"Headphones, Speakers",,Intel Iris Xe Graphics,Intel,Integrated,VRAM,PCI Express,"Bluetooth, Wi-Fi",Bluetooth,1,37.2 Volts,65 Watts,Windows 11 Home,8 Hours,Yes,43 Watt Hours,3,"HP Laptop,AC power adapter, user manuals",China,1 kg 410 g,B0BWSGZFYR,"3.9
68 ratings
3.9 out of 5 stars","#3,227 in Computers & Accessories (See Top 100 in Computers & Accessories)
#96 in Traditional Laptops",24-Feb-23,HP India Sales Pvt Ltd,HP India Sales Pvt Ltd,32.5 x 21.7 x 1.7 Centimeters,1 Pack,Laptop,,,,,2,,,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Dell Latitude E7470 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM|256 GB SSD|14"" (35.6 cm) HD|Windows 11|MS Office|WiFi|BT|Intel HD Graphics)","16,999",https://www.amazon.in/Refurbished-Dell-Latitude-Windows-Graphics/dp/B0DPH9XKJ4/ref=sr_1_84?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-84&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,Dell,Dell,Dell Latitude,,,,,14 Inches,,1366 x 768 Pixels,,1 12V batteries required. (included),,Intel,Intel Core i5,2.4 GHz,1,,DDR4,,16 GB,,SSD,,,,,Intel,Integrated,Shared,,,,,,,Windows,,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",,1 kg 700 g,B0DPH9XKJ4,"3.5
5 ratings
3.5 out of 5 stars","#3,558 in Computers & Accessories (See Top 100 in Computers & Accessories)
#108 in Traditional Laptops",03-Dec-24,,,,1.00 count,,45 x 35 x 15 cm; 1.7 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) HP EliteBook 840 G3 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14 (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics),"15,999",https://www.amazon.in/Refurbished-HP-EliteBook-Windows-Graphics/dp/B0DS2MD46X/ref=sr_1_85?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-85&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,HP,HP,HP EliteBook 840 G3,,,,,14 Inches,,1366 x 768 Pixels,,1 12V batteries required. (included),,Intel,Intel Core i5,2.4 GHz,1,,DDR4,,16 GB,,SSD,,,,,Intel,Integrated,Shared,,,,,,,Windows,,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",India,1 kg 700 g,B0DS2MD46X,,"#3,008 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2 in Renewed New Arrivals Store
#88 in Traditional Laptops",02-Jan-25,,,,1.00 count,,45 x 35 x 15 cm; 1.7 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, Intel UHD Graphics, Backlit KB, HD Camera, fq5329tu","46,490",https://www.amazon.in/HP-Graphics-Backlit-fq5202TU-fq5329TU/dp/B0CJM5Z6FY/ref=sr_1_86?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-86&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,HP,HP,HP 15s,"Light Blue ,8GB RAM",laptop,52.3 Centimeters,7.2 Centimeters,39.6 Centimetres,1920 x 1080 pixel,1920 x 1080 Pixels,52.3 x 7.2 x 52.3 cm; 1.7 kg,1 Lithium Polymer batteries required. (included),8G148PA,Intel,Core i5,4.4 GHz,1,8 GB,DDR4,DDR4 SDRAM,8 GB,512 GB,SSD,USB-C,Headphones,Dual stereo speakers,,Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Bluetooth,1,,,Windows 11 Home,7 Hours,Yes,41 Watt Hours,3,"Laptop, charger",China,1 kg 700 g,B0CJM5Z6FY,"4.1
204 ratings
4.1 out of 5 stars","#3,739 in Computers & Accessories (See Top 100 in Computers & Accessories)
#121 in Traditional Laptops",22-Sep-23,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",52.3 x 7.2 x 52.3 Centimeters,1 Piece,Laptop,,,,3200 GHz,2,,8 Hours,,,,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo LOQ 2024 AMD Ryzen 7 7435HS | NVIDIA RTX 4060 8GB (24GB RAM/512GB SSD/15.6"" (39.6cm)/Windows 11/Office Home 2024/100% sRGB/3 Mon. Game Pass/Grey/2.4Kg), 83JC00EHIN Gaming Laptop","91,490",https://www.amazon.in/Lenovo-7435HS-NVIDIA-Windows-83JC00EHIN/dp/B0DPQJZ3JR/ref=sr_1_97?dib=eyJ2IjoiMSJ9.VuhfBl_pw7KxirwxPxLsFJzNP2Z9kcKFQo9nIz3FRKVkNtqvHdrp_Eo-4jTnQQryRoVg4qi7iDDB4-paJri5Z3EaDSoBuob8hwT3o8NA5X4YJRiAcu2Er8IuSgumUgDGpM0VcZBGs9IpX04VKvakVUkzHlSc4uWcUSzza_g48sk9FkUSE9zJoXtTLGG-IQZvX_RVXpGCDoEDB27ii038mmBXSaOHRywJybaDApsGU0FQh0BaWjYsnc_jG1bUAkJhR56gI8KYNLWraKoHaREDoiOqkJ4xc_rXOKR-SQkkpsJm_nf2S_fk2rAV8GAiq8ISyol2FRjRV-J27Fg_QjFbP2prJa_DzfvE1WZ29ze3XGQ.xVqXEWqxLEeaSjw1x99LdRskBp01gxl0zmnbUa63hUM&dib_tag=se&qid=1737542839&s=computers&sr=1-97&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,Lenovo,Lenovo,LOQ,RTX 4060 | Office 2024,Gaming Laptop,,,15.6 Inches,1920 x 1080 pixels,1920x1080 Pixels,,1 P76 batteries required. (included),15ARP9,AMD,Ryzen 7,3.1 GHz,8,,DDR5,DDR5 RAM,32 GB,512 GB,SSD,PCIE x 4,Speakers,"Stereo speakers, 2W x2, optimized with Nahimic Audio",NVIDIA RTX 4060,NVIDIA,Dedicated,Shared,PCI Express,"Bluetooth, Wi-Fi",802.11ax,,,,Windows 11 Home,6 Hours,Yes,60 Watt Hours,4,"User Guide, Laptop, Power Adapter",China,2 kg 380 g,B0DPQJZ3JR,"4.2
9 ratings
4.2 out of 5 stars","#3,232 in Computers & Accessories (See Top 100 in Computers & Accessories)
#97 in Traditional Laptops",06-Dec-24,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Piece,Laptop,54.2 x 35.7 x 8.8 cm; 2.38 kg,,Not Available,,4,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad 8th Gen Intel Core i5 Thin & Light Touchscreen FHD Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) FHD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)","21,500",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Touchscreen-Graphics/dp/B0CTR2GGGY/ref=sr_1_98?dib=eyJ2IjoiMSJ9.VuhfBl_pw7KxirwxPxLsFJzNP2Z9kcKFQo9nIz3FRKVkNtqvHdrp_Eo-4jTnQQryRoVg4qi7iDDB4-paJri5Z3EaDSoBuob8hwT3o8NA5X4YJRiAcu2Er8IuSgumUgDGpM0VcZBGs9IpX04VKvakVUkzHlSc4uWcUSzza_g48sk9FkUSE9zJoXtTLGG-IQZvX_RVXpGCDoEDB27ii038mmBXSaOHRywJybaDApsGU0FQh0BaWjYsnc_jG1bUAkJhR56gI8KYNLWraKoHaREDoiOqkJ4xc_rXOKR-SQkkpsJm_nf2S_fk2rAV8GAiq8ISyol2FRjRV-J27Fg_QjFbP2prJa_DzfvE1WZ29ze3XGQ.xVqXEWqxLEeaSjw1x99LdRskBp01gxl0zmnbUa63hUM&dib_tag=se&qid=1737542839&s=computers&sr=1-98&xpid=tHXaNGCo-Ihir,22-01-2025 18:11,Lenovo,Lenovo,Lenovo ThinkPad,Black,Ultra-Portable,,,14 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,,1 Lithium Ion batteries required. (included),,Intel,Intel Core i5,1.6 GHz,1,,DDR4,,16 GB,512 GB,SSD,,Headphones,,,Intel,Integrated,Shared,,"Bluetooth, Wi-Fi",,,,,Windows,,Yes,5 Watt Hours,2,"Laptop, Power Cord, Battery",,1 kg 610 g,B0CTR2GGGY,"4.0
139 ratings
4.0 out of 5 stars","#3,694 in Computers & Accessories (See Top 100 in Computers & Accessories)
#6 in Renewed Store.
#7 in 4 star rated refurbished products
#9 in Top Rated Renewed Products",01-Feb-24,,,,1.00 count,,48.2 x 30.6 x 6.4 cm; 1.61 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
