title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Computer Memory Type,tech_Maximum Memory Supported,tech_Hard Drive Size,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Audio Details,tech_Speaker Description,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Wireless Type,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_Package Dimensions,tech_Number of USB 2.0 Ports,tech_Optical Drive Type,tech_Memory Clock Speed,tech_Number of USB 3.0 Ports,tech_Power Source,tech_Average Battery Standby Life (in hours),tech_Lithium Battery Weight,tech_Number of Lithium Metal Cells,tech_Notebook Display Technology,tech_Graphics Card Ram Size,tech_Number of Ethernet Ports,tech_Front Webcam Resolution,tech_Hardware Platform,tech_Hard Disk Rotational Speed,tech_Rear Webcam Resolution,tech_Number of Microphone Ports,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Model,tech_Model Name,tech_Model Year,tech_Flash Memory Installed Size,tech_Special Features,tech_Mounting Hardware,tech_Number of items,tech_Batteries Included,tech_Batteries Required,tech_Device interface - primary,tech_Material,tech_Has Auto Focus,tech_Includes Rechargeable Battery,tech_Includes AC Adapter,tech_Programmable Buttons,tech_Imported By
"HP 15, AMD Ryzen 3 7320U, 8GB DDR5, 512GB SSD (Win 11, Office 21, Silver, 1.59kg) Anti-Glare, Micro-Edge, 15.6-inch(39.6cm) FHD Laptop, AMD Radeon Graphics, 1080p FHD Camera, Backlit KB, fc0026AU","31,639",https://www.amazon.in/HP-15-6-inch-Graphics-Privacy-fc0026AU/dp/B0C3RCR4K7/ref=sr_1_74?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-74&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,HP,HP,HP Laptop,"Natural Silver, R3-7320u",Netbook,52.3 Centimeters,7.2 Centimeters,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,52.3 x 7.2 x 52.3 cm; 1.6 kg,1 Lithium Ion batteries required. (included),15-fc0026AU,AMD,Ryzen 3,4.1 GHz,1,8 GB,Lpddr 5,,8 GB,512 GB,SSD,USB-C,"Headphones, Speakers",Dual speakers,AMD Radeon,AMD,Integrated,VRAM,Integrated,"Bluetooth, Wi-Fi",Bluetooth,1,45 Volts,,Windows 11 Home,11 Hours,Yes,41 Watt Hours,3,"Laptop, Power Adapter, User Manual",,1 kg 600 g,B0C3RCR4K7,"3.9
58 ratings
3.9 out of 5 stars","#3,020 in Computers & Accessories (See Top 100 in Computers & Accessories)
#89 in Traditional Laptops",27-Apr-23,HP India Sales Pvt. Ltd.,HP India Sales Pvt. Ltd.,52.3 x 7.2 x 52.3 Centimeters,1 Count,Laptop,,,,3200 GHz,2,ac,,,,,8 GB,,,PC,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) Lenovo ThinkPad T480 Intel Core i7 8th Gen 14-inch Full HD Thin and Light Laptop (16GB RAM/ 512 GB SSD/ Windows 10 Pro/ Black/ 1.58 kg),"18,399",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-T480-14-inch/dp/B0DHS74JJN/ref=sr_1_75?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-75&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,Lenovo,Lenovo,Lenovo ThinkPad T480,,,,,14 Inches,,,,3 Lithium Ion batteries required. (included),Lenovo ThinkPad T480,Intel,Intel Core i7,4 GHz,1,,DDR4,,16 GB,512 GB,SSD,,,,,Intel,Integrated,Shared,,,,,,,Windows,,Yes,55 Kilowatt Hours,3,Laptop and Charger,,1 kg 600 g,B0DHS74JJN,"3.3
15 ratings
3.3 out of 5 stars","#2,315 in Computers & Accessories (See Top 100 in Computers & Accessories)
#64 in Traditional Laptops",23-Sep-24,,,,1.0 Piece,Laptop,45 x 30 x 10 cm; 1.6 kg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Zenbook 14, Intel Core Ultra 5, 14"" 3K OLED 16:10 120 Hz, Thin & Light Laptop, Built-in AI (16GB RAM/1 TB//Win 11/Office 2021/Backlit/Touchscreen/75WHr /Ponder Blue/1.28 Kg), UX3405MA-PZ552WS","87,990",https://www.amazon.in/ASUS-Zenbook-Intel-Ultra-Built/dp/B0D89NT6VZ/ref=sr_1_76?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-76&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,ASUS,ASUS,ASUS Zenbook 14 OLED,"Blue, With Offer",Ultra-Portable,41.4 Centimeters,28.4 Centimeters,14 Inches,2880 x 1800 pixels,,7.4 x 28.4 x 41.4 cm; 1.28 kg,1 Lithium Ion batteries required. (included),UX3405MA-PZ552WS_WO,Intel,Intel Core Ultra 5,1.2 GHz,14,16,"LPDDR5X, LPDDR5X, LPDDR5X",DDR5 RAM,16 GB,1 TB,SSD,,,,Intel Arc Graphics,Intel,Integrated,GDDR5X,PCI Express,Wi-Fi,,,,,Windows 11 Home,,Yes,90 Watt Hours,4,"Laptop, Charging Adapter & User Manual",China,1 kg 280 g,B0D89NT6VZ,"4.1
6 ratings
4.1 out of 5 stars","#2,331 in Computers & Accessories (See Top 100 in Computers & Accessories)
#65 in Traditional Laptops",28-Jun-24,"TECH FRONT (CHONGQING) COMPUTER CO. LTD. NO. 18, ZONGBAO ROAD, SHAPINGBA DISTRICT CHONGQING, CHINA","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",7.4 x 28.4 x 41.4 Centimeters,1 Count,Laptop,,,No Optical Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 3530 Laptop, 13th Generation Intel Core i7-1355U Processor, 16GB, 512GB, 15.6"" (39.62cm) FHD 120Hz Display, Backlit KB, Windows 11 + MSO'21, 15 Month McAfee, Silver, Thin & Light-1.62kg","68,790",https://www.amazon.in/Dell-Inspiron-3530-Generation-Light-1-62kg/dp/B0DFCM24S3/ref=sr_1_77?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-77&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,Dell,Dell India Pvt Ltd,Inspiron,Platinum Silver,Clamshell,,,15.6 Inches,1920 x 1080 pixel,1920 x 1080,,1 Lithium Ion batteries required. (included),Inspiron 3530,Intel,Core i7,5,1,,DDR4,DDR4 SDRAM,16 GB,512 GB,SSD,Serial ATA,Headset jack,,Intel UHD Graphics,Intel,Integrated,Shared,Integrated,Wi-Fi,Bluetooth,1,240 Volts,,Windows 11 Home,,Yes,54 Watt Hours,4,"User Manual, Laptop, Charger & Adapter",,1 kg 620 g,B0DFCM24S3,"4.0
25 ratings
4.0 out of 5 stars","#2,435 in Computers & Accessories (See Top 100 in Computers & Accessories)
#71 in Traditional Laptops",27-Aug-24,Dell India Pvt. Ltd,Dell India Pvt. Ltd.,,1 Count,Laptop,48.5 x 45.7 x 6.9 cm; 1.62 kg,1,No Optical Device,2666 MHz,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6"" (39.6cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Intel UHD Graphics/Win 11/MSO 21/Backlit KB/1 Yr ADP Free/Grey/1.6Kg), 83ER008DIN","52,490",https://www.amazon.in/Lenovo-IdeaPad-i5-12450H-Warranty-83ER008DIN/dp/B0CNVH114V/ref=sr_1_78?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-78&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,Lenovo,Lenovo,IdeaPad,Arctic Grey,Laptop,48.5 Centimeters,33 Centimeters,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,7.2 x 33 x 48.5 cm; 2.47 kg,1 Lithium Ion batteries required. (included),Ideapad,Intel,Intel Core i5,2 GHz,8,16 GB,Lpddr 5,DDR5 RAM,16 GB,512 GB,SSD,PCIE x 4,Speakers,"User-facing stereo speakers, 1.5W x2, optimized with Dolby Audio",Intel UHD Graphics,Intel,Integrated,Shared,Integrated,Wi-Fi,Bluetooth,1,,47 Watts,Windows 11 Home,8 Hours,Yes,47 Watt Hours,4,"Laptop, Adapter and User Guide",,2 kg 470 g,B0CNVH114V,"3.8
64 ratings
3.8 out of 5 stars","#2,756 in Computers & Accessories (See Top 100 in Computers & Accessories)
#78 in Traditional Laptops",23-Nov-23,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",7.2 x 33 x 48.5 Centimeters,1 Piece,Laptop,,,No Optical Drive,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Flex 5 12th Gen Intel Core i5-1235U 14""(35.56cm) WUXGA IPS 2-in-1 Laptop (16GB/512GB SSD/Win 11/Office 21/Backlit KB/Fingerprint/FHD Camera/Alexa/3 mon Game Pass/Grey/1.5Kg), 82R700JJIN","63,990",https://www.amazon.in/Lenovo-IdeaPad-i5-1235U-Fingerprint-82R70069IN/dp/B0B7RZCVLC/ref=sr_1_79?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-79&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,Lenovo,Lenovo,IdeaPad,Storm Grey,Laptop,17 Millimeters,22.5 Centimeters,14 Inches,1920 x 1200 pixel,1920x1200 Pixels,31.3 x 22.5 x 1.7 cm; 1.5 kg,1 Lithium Polymer batteries required. (included),82R700JJIN,Intel,Core i5,4.4 GHz,10,16 GB,LPDDR4X,DDR4 SDRAM,16 GB,,SSD,Serial ATA,"Headphones, Speakers","Front-facing stereo speakers, 2W x2, optimized with Dolby Audio",Intel Iris Xe Graphics,Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",Bluetooth,1,65 Volts,65 Watts,Windows 11 Home,13.5 Hours,Yes,52.5 Watt Hours,3,"Laptop, User Manual, Power Adapter",China,1 kg 500 g,B0B7RZCVLC,"3.9
122 ratings
3.9 out of 5 stars","#3,057 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1 in 2 in 1 Laptops",27-Jul-22,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",31.3 x 22.5 x 1.7 Centimeters,1 Piece,Laptop,,,No Optical Drive,,3,Battery Powered,7 Hours,,,,,,,PC,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad X270 7th Gen Intel Core i7 Thin & Light HD Laptop (16 GB DDR4 RAM|1 TB SSD|12.5"" (31.8 cm) HD Display|Windows 11|MS Office|WiFi|BT|Webcam|Intel Graphics)","20,999",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Display-Graphics/dp/B0DQD5ZKN4/ref=sr_1_80?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-80&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,Lenovo,Lenovo,Lenovo ThinkPad X270,,Clamshell,,,12.5 Inches,1366 x 768 pixels,1366 x 768 Pixels,,1 12V batteries required. (included),,Intel,Intel Core i7,2.7 GHz,1,,DDR4,DDR4 SDRAM,16 GB,1 TB,SSD,Serial ATA,"internal, headphone jack",Basic built-in speakers,,Intel,Integrated,Shared,,"Bluetooth, Wi-Fi",802.11n,1,,,Windows,,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",,1 kg 400 g,B0DQD5ZKN4,"3.4
7 ratings
3.4 out of 5 stars","#3,372 in Computers & Accessories (See Top 100 in Computers & Accessories)
#102 in Traditional Laptops",13-Dec-24,,,,1.00 count,,45 x 35 x 15 cm; 1.4 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 15s, AMD Ryzen 5 5500U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, AMD Radeon Graphics, HD Camera, Dual Speakers, eq2144AU","37,999",https://www.amazon.in/HP-Anti-Glare-15-6-inch-Graphics-eq2144AU/dp/B09RZRF1PJ/ref=sr_1_81?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-81&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,HP,HP,HP Laptop,Natural Silver With Offer,Laptop,18 Millimeters,24.2 Centimeters,15.6 Inches,1920 x 1080 pixels,1920 X 1080 (FHD) Pixels,35.9 x 24.2 x 1.8 cm; 1.69 kg,1 Lithium Ion batteries required. (included),eq2144AU,AMD,AMD Ryzen 5 5500U,2.5 GHz,1,8 GB,LPDDR4,DDR4 SDRAM,16 GB,512 GB,SSD,USB,Headphones,Dual Speakers,AMD Radeon Graphics,AMD,Integrated,GDDR6,Integrated,Bluetooth,"Bluetooth, 802.11bgn",1,11.25 Volts,41 Watts,Windows 11 Home,9 Hours,Yes,41 Watt Hours,3,"Laptop,adapter,User Manual,,,,,,",China,1 kg 690 g,B09RZRF1PJ,"4.1
1,050 ratings
4.1 out of 5 stars","#3,737 in Computers & Accessories (See Top 100 in Computers & Accessories)
#120 in Traditional Laptops",08-Feb-22,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",35.9 x 24.2 x 1.8 Centimeters,1 Count,HP Laptop 15s-eq2144AU,,1,DVD-RW,2666 MHz,1,Battery Powered,9 Hours,,,,8 GB,,,PC,,,,,,,,,,,,,,,,,,,,,,,
"Apple 2024 MacBook Air (13-inch, Apple M3 chip with 8‑core CPU and 8‑core GPU, 16GB Unified Memory, 256GB) - Midnight","1,08,006",https://www.amazon.in/Apple-MacBook-13-inch-8%E2%80%91core-Unified/dp/B0DLHYCZMV/ref=sr_1_82?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-82&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,,Apple,,,,,,,,,,,MC8K4HN/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,Not Applicable for Apple (Always),"(If applicable) Apple India Private Limited 13th Floor, Prestige Minsk Square, Municipal No. 6, Cubbon Road, Bengaluru, Karnataka - 560001, India",,1 Count,"13-inch MacBook Air (M3, 2024)",38 x 28.6 x 8.2 cm; 1.24 kg,,,,,,,,,,,,,,,,,B0DLHYCZMV,"Apple, Apple Inc, One Apple Park Way, Cupertino, CA 95014, USA. or Apple India Private Limited 13th Floor, Prestige Minsk Square, Municipal No. 6, Cubbon Road, Bengaluru, Karnataka - 560001, India",1 kg 240 g,"13-inch MacBook Air with M3 chip 1N, USB-C Power Adapter, USB-C to MagSafe 3 Cable (2m) 1N",,,,,,,,,,,,,,,,
"ASUS Vivobook 15, Intel Core i5-1235U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office 2021/Backlit Keyboard/Quiet Blue/1.7 kg), X1504ZA-NJ521WS","41,900",https://www.amazon.in/ASUS-Vivobook-i5-1235U-Keyboard-X1504ZA-NJ521WS/dp/B0C8K26BK8/ref=sr_1_73?dib=eyJ2IjoiMSJ9.V-ZXfda1G1b6_YJeeJQsFCPW7w35stmm5BjEyOFNSZB-q5V9sLk4qW5N5DAUkdRAMFxA_m4BTfa-tYmH7LP155Xag6cOQJPwaPEJK9cbLZ8LbX2w9coV-AEWOEuKQ6_-IqSa9nHCvVGdFgATZXdUJyufeyVNrMg9h6KZ41lSOWmroudwfqVY7oMQwe29G7pdYLegADdMSg_YjRg70XKGqAnNB0YYDF-SQLOeV2eml0xZ9Y5A3NQckvQ-8ixsmMHNAADBn70xLYarggqrMXMvXV15r2MkOFVZaAbMvYXxQ1bQdYBqMfD4iiutxL2jdi9OKBPJOuU-pWRyeDAwO0kitbwCA_-5XZwQQmlvXHAELsw.WiT-NhoT8gp7wdp9moa8jdaYBgfWUbt90dpHCt9ew6I&dib_tag=se&qid=1737542344&s=computers&sr=1-73&xpid=tHXaNGCo-Ihir,22-01-2025 16:27,ASUS,ASUS,ASUS Vivobook,"Blue, 8GB RAM",Ultra-Portable,,,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,,1 Lithium Ion batteries required. (included),X1504ZA-NJ521WS,Intel,Core i5,4.4 GHz,10,8 GB,DDR4,SODIMM,12 GB,512 GB,SSD,Solid State,"Headphones, Speakers",,Intel Iris Xe Graphics,Intel,Integrated,Shared,PCI Express,"Bluetooth, Wi-Fi","Bluetooth, 802.11ax",1,19 Volts,45 Watts,Windows 11 Home,6 Hours,Yes,2.6 Watt Hours,3,"Laptop, Charging Adapter & User Manuals",,1 kg 700 g,B0C8K26BK8,"4.0
87 ratings
4.0 out of 5 stars","#2,677 in Computers & Accessories (See Top 100 in Computers & Accessories)
#75 in Traditional Laptops",19-Jun-23,"DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",,1 Count,Laptop,48.5 x 29 x 6.6 cm; 1.7 kg,1,No Optical Storage,3200 MHz,3,Battery Powered,,,,,2 GB,,,,,,,,,,,,,,,,,,,,,,,,,,
