title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Audio Details,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_RAM Size,tech_Computer Memory Type,tech_Hard Drive Size,tech_Hard Drive Interface,tech_Graphics Coprocessor,tech_Graphics Card Ram Size,tech_Package Dimensions,tech_Memory Clock Speed,tech_Number of USB 2.0 Ports,tech_Number of USB 3.0 Ports,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Optical Drive Type,tech_Speaker Description,tech_Rear Webcam Resolution,tech_Power Source,tech_Hardware Platform,tech_Hard Disk Rotational Speed,tech_Wireless Type,tech_Lithium Battery Weight,tech_Front Webcam Resolution,tech_Number of Ethernet Ports,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Colour Screen,tech_Audio Output Type,tech_Video Output,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Refresh Rate,tech_Number of Ports,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device interface - primary,tech_Has audio recording capabilities,tech_Supports Bluetooth Technology,tech_Average Battery Standby Life (in hours),tech_Number of Lithium Metal Cells,tech_Battery Average Life,tech_Battery Average Life Standby,tech_Notebook Display Technology,tech_Number of Microphone Ports,tech_Number of Audio-out Ports,tech_Compatible Devices,tech_Cellular technology,tech_Device type,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components
"(Refurbished) HP ProBook Intel 6th Gen Core i5 14 inches FHD Screen Laptop (8GB RAM, 256GB SSD, HD Graphics, Windows 11 (Upgraded), MS Office, Black, Slim)","18,705",https://www.amazon.in/Renewed-HP-ProBook-Graphics-Upgraded/dp/B09NGMBZGB/ref=sr_1_1061?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1061&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,HP,HP,Probook-cr,Black,Laptop,2.7 Centimeters,23.1 Centimeters,14 Inches,1920 x 1080 pixels,Full HD (1920 X 1080),33.4 x 23.1 x 2.7 cm; 2.6 kg,1 Lithium Ion batteries required. (included),640 G2-cr,Intel,Core i5,2.4 GHz,1,DDR4,8 GB,SSD,Speakers,Intel,Integrated,DDR4 SDRAM,Integrated,802_11_Bgn,Windows 10 Pro,,Yes,48 Kilowatt Hours,3,"charger, laptop",India,2 kg 600 g,B09NGMBZGB,"3.4
205 ratings
3.4 out of 5 stars","#46,733 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,378 in Traditional Laptops",11 December 2021,,,33.4 x 23.1 x 2.7 Centimeters,1.00 count,Business Laptop,8 GB,DDR4 SDRAM,256 GB,Solid State,INTEL,2.00,,,1,2,,,,No Optical Drive,,,,"Linux, Windows",5400 RPM,802.11bgn,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LED,1,,,,,,,,
"Hp 240 G9 Laptop I5 12Th Gen-1235U | 14"" Hd | 8Gb Ram | 512 Gb Ssd/Silver Colour | Windows 11 Pro | 1 Year Onsite Warranty | Silver Colour | 821J4Pa - Intel","52,900",https://www.amazon.in/HP-240-Gen-1235U-14-Warranty/dp/B0CG234YY5/ref=sr_1_1062?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1062&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,HP,HP,HP 240 (14) 35.56 cm G9Notebook PC,Silver,laptop,,,14 Inches,1366 x 768,,,,HP 240 (14) 35.56 cm G9Notebook PC,Intel,Intel Core i5,4.4 GHz,1,DDR4,16 GB,,Headphones,Intel,Integrated,Shared,Integrated,Wi-Fi,Windows,,,,,Charger,China,2 kg 270 g,B0CG234YY5,,"#66,666 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,074 in Traditional Laptops",18 August 2023,,,,1.00 count,Business Laptop,8 GB,,512 GB,,4,2 GB,45 x 30.5 x 7.1 cm; 2.27 kg,,2,2,,,,,,,ac,PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) HP 840 G3 Intel Core i5-6300U 2.4Ghz 14 inches FHD EliteBook (8GB DDR4, 256GB SSD, Bluetoo","18,950",https://www.amazon.in/HP-EliteBook-840-G3-Bluetooth/dp/B07DQVLVVS/ref=sr_1_1063?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1063&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,HP,hp,Elitebook 840 G3,black,Ultrabook,4 Inches,12 Inches,14 Inches,1920 x 1080 pixel,1920 x 1080,40.64 x 30.48 x 10.16 cm; 930 g,1 Lithium Polymer batteries required. (included),Elitebook 840 G3,Intel,Core i5,2.4 GHz,2,DDR4,,SSD,Headphones,Intel,Integrated,DDR4 SDRAM,Integrated,Wi-Fi,Windows 10 Pro,3 Hours,Yes,1 Watt Hours,6,,India,930 g,B07DQVLVVS,"3.2
863 ratings
3.2 out of 5 stars","#46,101 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,357 in Traditional Laptops",14 June 2018,,,40.6 x 30.5 x 10.2 Centimeters,1.0 count,,8 GB,DDR2 SDRAM,256 GB,Solid State,Intel HD Graphics 520,8 GB,,,1,1,1,,65 Watts,,,,Battery Powered,PC,,Bluetooth,1 Grams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomson 15.6 Inch In-N15I Windows 11, Intel Corei3 12Th Gen 1215U (8GB DDR / 512GB SSD/Backlight Keyboard) Window 11 (Stylish, 1.65Kg, Ultra Performance/Grey Brush) Notebook","32,995",https://www.amazon.in/Thomson-Backlight-Keyboard-Performance-Notebook/dp/B0DHPCBWNV/ref=sr_1_1064?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1064&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,THOMSON,"SAHASRA ELECTRONIC SOLUTIONS, NOIDA, UTTAR PRADESH","Thomson 15.6 Inch IN-N15I Intel corei3 12th Gen (8GB DDR / 512GB SSD / Backlight Keyboard) Window 11 (Stylish, 1.65Kg, Ultra Performance/Grey Brush) Notebook",Grey Brush,Laptop,,,15.6 Inches,1920 x 1080 pixels,1920 X 1080 (FHD) Pixels,,1 Lithium Polymer batteries required. (included),IN-N15I,Intel,Core i3,4.4 GHz,1,LPDDR4,8 GB,SSD,Speakers,Intel,Intel® UHD Graphics for 12th Gen Intel® Processors,VRAM,Integrated,"Bluetooth, Wi-Fi",Windows 11,6 Hours,Yes,6000 Milliampere Hour (mAh),2,"1 Laptop with Battery, 1 Adaptor, 1 User Manual, 1 Warranty Card",India,1 kg 650 g,B0DHPCBWNV,,"#57,745 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,744 in Traditional Laptops",21 September 2024,"SAHASRA ELECTRONIC SOLUTIONS LIMITED PLOT NO. 68 AA, NOIDA SPECIAL ECONOMIC ZONE, GAUTAM BUDDHA NAGAR, NOIDA 201305. UTTAR PRADESH, INDIA 201305","SAHASRA ELECTRONIC SOLUTIONS LIMITED PLOT NO. 68 AA, NOIDA SPECIAL ECONOMIC ZONE, GAUTAM BUDDHA NAGAR, NOIDA 201305. UTTAR PRADESH, INDIA 201305",,1 Pack,Laptop,,DDR4 SDRAM,512 GB,,Intel UHD Graphics,,42.29 x 34.2 x 6.3 cm; 1.65 kg,3200 MHz,,2,1,3.6 Volts,,No Optical Drive,Dual speakers,,,,,,,2 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung Galaxy Book3 360 Intel 13th Gen i5 EvoTM 39.6cm(15.6"") Super Amoled 2-in-1 Touchscreen Laptop (16 GB/512GB SSD/Windows11/MS Office/Backlit KB/Fingerprint Sensor/Graphite/1.46Kg),NP750QFG-KA2IN","94,490",https://www.amazon.in/Samsung-Touchscreen-Windows11-Fingerprint-NP750QFG-KA2IN/dp/B0BSNMM83B/ref=sr_1_1065?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1065&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,Samsung,Samsung,Galaxy Book3 360,Graphite,Convertible,14 Millimeters,35.5 Centimeters,39.6 Centimetres,,1920 x 1080 Pixels,22.8 x 35.5 x 1.4 cm; 1.49 kg,1 Lithium Ion batteries required. (included),NP750QFG-KA2IN,Intel,Others,4.7 GHz,1,LPDDR4X,16 GB,SSD,Speakers,Intel,Integrated,DDR4 SDRAM,Integrated,Wi-Fi,Windows 11 Home,,Yes,68 Watt Hours,4,"65W TA, Quick Start Guide(Paper), Warranty Information(Paper), S-Pen",Republic of Korea,1 kg 490 g,B0BSNMM83B,"4.3
8 ratings
4.3 out of 5 stars","#58,158 in Computers & Accessories (See Top 100 in Computers & Accessories)
#57 in 2 in 1 Laptops",2 February 2023,"Samsung Electronics Vietnam Co. Ltd. Khu Cong Nghiep Yenphong 1 Yen Trung, Yenphong, Bac Ninh Vietnam.","Samsung India Electronics Pvt ltd, 6th Floor , DLF Centre, Sansad Marg, New Delhi - 110001 . Email id: support.india@samsung.com, Tel(Toll Free): 1800 40 7267864",22.8 x 35.5 x 1.4 Centimeters,1 Count,Laptop,16 GB,DDR4 SDRAM,512 GB,,Intel Iris Xe Graphics,,,,,1,1,,65 Watts,,"Dolby Atmos, Stereo Speaker",,Battery Powered,,,"802.11a/b/g/n/ac, Bluetooth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Dell Latitude Laptop E5470 Intel Core i5 6th Gen. - 6200u Processor, 64 GB Ram & 1 TB SSD, 14.1 Inches HD Screen Notebook Computer","27,117",https://www.amazon.in/Renewed-Dell-Latitude-Laptop-E5470/dp/B094BWS27F/ref=sr_1_1066?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1066&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,Dell,Dell,Latitude,,Notebook,0.9 Inches,9 Inches,14.1 Inches,1366 x 768,HD (1366 X 768) Pixels,33.53 x 22.86 x 2.29 cm; 1.71 kg,,E5470-i5-64-1TB-cr,Intel,Core i5 6200U,,1,DDR4,,SSD,Speakers,Intel,,,,Wi-Fi,Windows 10 Pro,,,,,,India,1 kg 710 g,B094BWS27F,,"#60,679 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,845 in Traditional Laptops",6 May 2021,,,33.5 x 22.9 x 2.3 Centimeters,,,64 GB,,1 TB,ATA,intel,,,,,,,,,,,,Battery Powered,Windows,5400 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Dell Latitude 3480 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm)/Windows 11/MS Office/WiFi/Bluetooth 4.0/Webcam/Intel HD Graphics)","18,000",https://www.amazon.in/Renewed-Dell-Latitude-Bluetooth-Graphics/dp/B0B3JMWM7P/ref=sr_1_1067?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1067&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,Dell,Dell Computers,Dell Latitude 3480-cr,black,Laptop,1 Inches,9 Inches,14 Inches,1366 x 768,HD (1366 x 768) Pixels,38.1 x 22.86 x 2.54 cm; 1.76 kg,1 Lithium Ion batteries required. (included),Dell Latitude 3480-cr,Intel,Intel Core i5,2.3 GHz,1,DDR4,8 GB,SSD,Headphones,Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Windows 11,1.5 Hours,Yes,55 Watt Hours,3,"Laptop,Battery,Power Cord",,1 kg 760 g,B0B3JMWM7P,"3.3
28 ratings
3.3 out of 5 stars","#64,552 in Computers & Accessories (See Top 100 in Computers & Accessories)
#768 in Valentine's Day (Amazon Renewed)
#1,991 in Traditional Laptops",8 June 2022,,,38.1 x 22.9 x 2.5 Centimeters,1.00 count,Business Laptop,8 GB,DDR4 SDRAM,256 GB,Solid State,Intel HD Graphics 520,,,,,2,1,240 Volts,,No Optical Device,Integrated high quality speakers,,ac,Windows,5400 RPM,,50 Grams,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
"ASUS Vivobook 15, Light Weight Laptop, IntelCore i5-1235U (8GB/512GB/Intel Iris Xe /15.6"" FHD/Windows 11 Home),Quiet Blue,X1504ZA-NJ520WS","41,980",https://www.amazon.in/ASUS-Vivobook-IntelCore-i5-1235U-X1504ZA-NJ520WS/dp/B0DLBB38VB/ref=sr_1_1068?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1068&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,ASUS,"Asus,Flextronics Technologies (India) Private Limited","ASUS Vivobook 15, Light Weight Laptop, IntelCore i5-1235U (8GB/512GB/Intel Iris Xe /15.6"" FHD/Windows 11 Home) X1504ZA-NJ520WS",Blue,,,,15.6 Inches,1920 x 1080 pixels,1920 x 1080 Pixels,,,X1504ZA-NJ520WS,Intel,Core i5-1235U,1.3 GHz,10,DDR4,12 GB,SSD,Speakers,Intel,Integrated,GDDR4,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,,,,,Webcam,,2 kg,B0DLBB38VB,,"#68,914 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,154 in Traditional Laptops",29 October 2024,"ASUS INDIA PRIVATE LIMITED 402, SUPREME CHAMBERS, 17/18, SHAH INDUSTRIAL ESTATE, VEERA DESAI ROAD, ANDHERI (WEST), MUMBAI-400053, MAHARASHTRA, INDIA",,,1 Piece,Laptop,,SODIMM,512 GB,,,,48.29 x 28.9 x 6.6 cm; 2 kg,,,4,1,,,No Optical Storage,SonicMaster || Built-in speaker || Built-in array microphone,,,,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft New Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 13.8” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Plus (10 Core) - 16GB RAM - 512GB SSD - Graphite - ZGM-00059,"1,34,999",https://www.amazon.in/Microsoft-New-Surface-Laptop-7th/dp/B0D926BQL8/ref=sr_1_1069?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1069&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,Microsoft,Microsoft,Surface Laptop,Graphite,touchscreen,,,13.8 Inches,2304 x 1536 pixels,2304 x 1536 Pixels Per Inch,,1 Lithium Ion batteries required. (included),ZGM-00059,Qualcomm,Snapdragon,3.4 GHz,1,LPDDR5x,16 GB,SSD,Speakers,Qualcomm,Integrated,DDR5 SDRAM,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,13 Hours,Yes,54 Watt Hours,6,"PSU, QSG, Power Adopter, Manual Book, Safety and Warranty documents",China,1 kg 220 g,B0D926BQL8,"5.0
1 rating
5.0 out of 5 stars","#66,044 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,043 in Traditional Laptops",10 July 2024,"Tech-Com (Shanghai) Computer Co., Ltd. No. 68, SanZhuang Rd, Songjiang Export Processing Zone, Shanghai 201613, P.R. China","JAINA INDIA PRIVATE LIMITED Registered Office: D-170, OKHLA INDUSTRIAL AREA, PHASE 1, DELHI, 110020, INDIA",,1 Count,Laptop,16 GB,DDR5 RAM,512 GB,,,,40.9 x 25.5 x 6.4 cm; 1.22 kg,,,,,15 Volts,,,Dolby Atmos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 Hours,,,,,,,,,,,,,
AIR EDU11ONE Notebook/Laptop Intel N4020 4 GB RAM 128 GB SSD with Windows 11 RED,"18,490",https://www.amazon.in/AIR-EDU11ONE-Notebook-Laptop-Windows/dp/B0D9HGW4V7/ref=sr_1_1070?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1070&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,AIR,Panache Digilife,EDU11ONE,Red,Convertible,,,11.6 Inches,1366 x 768 pixels,1366 x 768 Pixels,,1 Lithium Polymer batteries required. (included),N4020C,Intel,Celeron N4020,1.1 GHz,1,LPDDR4,32 MB,SSD,"Headphones, Speakers",Intel,Integrated,DDR4 SDRAM,Integrated,"Cellular, Wi-Fi",Windows 10 Home,8 Hours,Yes,37 Kilowatt Hours,,36W Type C Adapter,India,1 kg 200 g,B0D9HGW4V7,,"#61,008 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,865 in Traditional Laptops",11 July 2024,"Panache Digilife B-507, Raheja Plaza Premises CSL, LBS Marg, Ghatkopar West, Mumbai 400086, Maharashtra, India",,,1.2 Kilograms,Laptop,4,DDR4 SDRAM,,Serial ATA,Intel Celeron Processor N4020,,30.8 x 25.4 x 8 cm; 1.2 kg,2400 MHz,1,1,1,,,,Stereo speaker system,,,,,801.11ac,180 Grams,1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 Hours,3,,,,,,,,,,,,
