title,price,url,scrape_date,tech_Manufacturer,tech_Country of Origin,tech_Item model number,tech_Package Dimensions,tech_ASIN,info_Manufacturer,info_Packer,info_Importer,info_Item Weight,info_Net Quantity,info_Included Components,info_Generic Name,tech_Brand,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Product Dimensions,tech_Batteries,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Audio Details,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Ram Size,tech_Graphics Card Interface,tech_Connectivity Type,tech_Number of USB 3.0 Ports,tech_Voltage,tech_Operating System,tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Item Dimensions LxWxH,tech_Resolution,tech_Computer Memory Type,tech_Optical Drive Type,tech_Memory Clock Speed,tech_Hard Drive Size,tech_Hard Drive Interface,tech_Wireless Type,tech_Average Battery Life (in hours),tech_Hard Disk Rotational Speed,tech_Number of HDMI Ports,tech_Power Source,tech_Hardware Platform,tech_Number of USB 2.0 Ports,tech_Notebook Display Technology,tech_Number of Ethernet Ports,tech_Speaker Description,tech_Wattage,tech_Average Battery Standby Life (in hours),tech_Lithium Battery Weight,tech_Number of Audio-out Ports,tech_Front Webcam Resolution,tech_Number of Lithium Metal Cells,tech_Rear Webcam Resolution,tech_Processor Socket,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Battery Average Life,tech_Battery Average Life Standby,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Total USB ports,tech_Connector Type,tech_Device interface - primary,tech_Supports Bluetooth Technology,tech_Memory Slots Available,tech_Cellular technology,tech_Refresh Rate,tech_Keyboard Description,tech_Item dimensions L x W x H,tech_Recommended Uses For Product,tech_Number of Pieces,tech_Reusability,tech_Pattern,tech_Net Quantity,tech_Finish Type,tech_Number of Microphone Ports,tech_Aspect Ratio,tech_Microphone format,tech_Number of Ports,tech_Battery Description,tech_Item part number
"MSI Modern 15 H AI, Intel 1st Gen. Ultra 5 125H,Built-in AI, 40CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Intel Arc/Classic Black/1.9Kg), C1MG-047IN","52,990",https://www.amazon.in/MSI-Modern-Windows-Classic-C1MG-047IN/dp/B0D3WNGTZB/ref=sr_1_586?dib=eyJ2IjoiMSJ9.EE1kRcrJPFWgVG2OPzSx0LcoaX35C5pwwuSXoxbxrdSzJzA_jbtsFXzK6N3DzzNKSy8oLIUdfmLKzBTGge_aDeyn2-jpvJOcLfM28uS3SWMxaf65TpR6aWcpsEV9GNdBXPJBSNDfzbwaFVr-aInWdtdVwIjHm_unZEsJfCv4tDhmSspDwp97bwrhaqL3pJKirmBql5R-fKWKnvIRcn4HkjC7FeZeqislRk-KrS7Pk5N5Hr1w7KZ7YMbUgXAKAo7o3ZIrOa_dKeNjQb5OqjhvcNGROPnfigW-rR9sI6Sx_WjzwDnI-0_SZ51hBPiqZlLOYS7_-uX0XasnGSGZ-btupDNgFdxrJ6ua41kpgNPKJCo.mwokMIfu6bvaECNhEYw0xAbnGDcnDdOXMgGAY1yNbIk&dib_tag=se&qid=1737618436&s=computers&sr=1-586&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,MSI,,,,,,"Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China","Any one of the below: 1.Acro Engineering Company C-87 DDA Sheds, Okhla Industrial Area, Phase-1, New Delhi 110020, India 2.Redington (India) Limited “Redington House” Centre Point, Plot Nos. 8 & 11 (SP) Thiru. Vi. Ka, Industrial Estate, Chennai 600032, India 3.Ingram Micro India Private Limited 5th Floor, Empire Plaza, Building A, LBS Marg, Vikhroli West, Mumbai 400083, India 4.World Peace International (India) Private Limited Building No. 26, 2nd Floor, Okhla Phase III, New Delhi 110020, India",,1 Count,,Laptop,MSI,Modern 15 H AI,Classic Black,Laptop,47 Centimeters,30.4 Centimeters,40 Centimetres,1920 x 1080 pixel,7.9 x 30.4 x 47 cm; 3.03 kg,1 Lithium Polymer batteries required. (included),Intel,Core i5,1.2 GHz,1,16,DDR5,32 GB,SSD,Headphones,Intel Arc,Intel,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",3,12 Volts,Windows 11 Home,Yes,,3,Laptop,3 kg 30 g,B0D3WNGTZB,"4.0
9 ratings
4.0 out of 5 stars","#28,049 in Computers & Accessories (See Top 100 in Computers & Accessories)
#764 in Traditional Laptops",10 May 2024,7.9 x 30.4 x 47 Centimeters,,,,5600 MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS ROG Zephyrus G14, 14"" 3K OLED 120Hz 500nits, AMD Ryzen 9 8945HS Processor, Gaming Laptop (16GB RAM/1TB SSD/NVIDIA GeForce RTX 4060/Windows 11/Office Home/Eclipse Gray/1.5 Kg), GA403UV-QS086WS","1,69,900",https://www.amazon.in/ASUS-Zephyrus-500nits-Processor-GA403UV-QS086WS/dp/B0DBVNBH25/ref=sr_1_577?dib=eyJ2IjoiMSJ9.EE1kRcrJPFWgVG2OPzSx0LcoaX35C5pwwuSXoxbxrdSzJzA_jbtsFXzK6N3DzzNKSy8oLIUdfmLKzBTGge_aDeyn2-jpvJOcLfM28uS3SWMxaf65TpR6aWcpsEV9GNdBXPJBSNDfzbwaFVr-aInWdtdVwIjHm_unZEsJfCv4tDhmSspDwp97bwrhaqL3pJKirmBql5R-fKWKnvIRcn4HkjC7FeZeqislRk-KrS7Pk5N5Hr1w7KZ7YMbUgXAKAo7o3ZIrOa_dKeNjQb5OqjhvcNGROPnfigW-rR9sI6Sx_WjzwDnI-0_SZ51hBPiqZlLOYS7_-uX0XasnGSGZ-btupDNgFdxrJ6ua41kpgNPKJCo.mwokMIfu6bvaECNhEYw0xAbnGDcnDdOXMgGAY1yNbIk&dib_tag=se&qid=1737618436&s=computers&sr=1-577&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,ASUS,,GA403UV-QS086WS,54.1 x 31.2 x 12.7 cm; 1.5 kg,,,"INVENTEC (CHONGQING) CORPORATION, NO.66, WEST DISTRICT 2ND RD, SHAPINGBA DISTRICT, CHONGQING, CHINA 401331","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",,1 Count,,Laptop,ASUS,ROG Zephyrus G14,"Eclipse Gray, With Offer",Laptop,,,14 Inches,2880 x 1800 pixel,,1 Lithium Ion batteries required. (included),AMD,Ryzen 9,5.2 GHz,8,16,Lpddr 5,16 GB,SSD,Speakers,NVIDIA GeForce RTX 4060,NVIDIA,Dedicated,GDDR6,8 GB,Integrated,Wi-Fi,,110 Volts,Windows 11 Home,Yes,73 Watt Hours,4,"Laptop, Charger & User Manual",1 kg 500 g,B0DBVNBH25,"3.7
3 ratings
3.7 out of 5 stars","#29,015 in Computers & Accessories (See Top 100 in Computers & Accessories)
#790 in Traditional Laptops",1 August 2024,,2880 x 1800 Pixels,DDR5 RAM,No Optical Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Renewed) Dell Latitude 7490 Intel Core i5-8350U X4 1.7GHz 16GB 256GB SSD 14 inches Windows 10 , Black","21,500",https://www.amazon.in/Renewed-Dell-Latitude-i5-8350U-1-7GHz/dp/B09P7JWN37/ref=sr_1_578?dib=eyJ2IjoiMSJ9.EE1kRcrJPFWgVG2OPzSx0LcoaX35C5pwwuSXoxbxrdSzJzA_jbtsFXzK6N3DzzNKSy8oLIUdfmLKzBTGge_aDeyn2-jpvJOcLfM28uS3SWMxaf65TpR6aWcpsEV9GNdBXPJBSNDfzbwaFVr-aInWdtdVwIjHm_unZEsJfCv4tDhmSspDwp97bwrhaqL3pJKirmBql5R-fKWKnvIRcn4HkjC7FeZeqislRk-KrS7Pk5N5Hr1w7KZ7YMbUgXAKAo7o3ZIrOa_dKeNjQb5OqjhvcNGROPnfigW-rR9sI6Sx_WjzwDnI-0_SZ51hBPiqZlLOYS7_-uX0XasnGSGZ-btupDNgFdxrJ6ua41kpgNPKJCo.mwokMIfu6bvaECNhEYw0xAbnGDcnDdOXMgGAY1yNbIk&dib_tag=se&qid=1737618436&s=computers&sr=1-578&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Intel,,Dell Latitude,,,,,,,,,Laptop,Dell,Dell Latitude,Black,Laptop,13.03 Inches,0.7 Inches,14 Inches,1920 x 1080 pixels,22.1 x 1.78 x 33.1 cm; 1.41 kg,1 Lithium Ion batteries required. (included),Intel,Unknown,1.7 GHz,4,16 GB,DDR4,16 GB,SSD,Speakers,Intel HD Graphics 630,Intel,Integrated,,,,Wi-Fi,,240 Volts,Windows 10,Yes,10 Watt Hours,4,laptop,1 kg 410 g,B09P7JWN37,"4.0
24 ratings
4.0 out of 5 stars","#24,173 in Computers & Accessories (See Top 100 in Computers & Accessories)
#64 in 4 star rated refurbished products
#89 in Renewed Store.
#678 in Traditional Laptops",26 December 2021,22.1 x 1.8 x 33.1 Centimeters,1920x1080,DDR4 SDRAM,,,256 GB,Serial ATA,"Bluetooth, 802.11abg",10 Hours,5400 RPM,1,Battery Powered,Windows,,,,,,312 Minutes,10 Grams,,,,1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 3520 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Windows 11 + MSO'21, Backlit KB, 15 Months McAfee, Silver, 1.65kg","46,770",https://www.amazon.in/Dell-Inspiron-i5-1235U-39-62Cms-D560866WIN9S/dp/B0BH54JDBY/ref=sr_1_579?dib=eyJ2IjoiMSJ9.EE1kRcrJPFWgVG2OPzSx0LcoaX35C5pwwuSXoxbxrdSzJzA_jbtsFXzK6N3DzzNKSy8oLIUdfmLKzBTGge_aDeyn2-jpvJOcLfM28uS3SWMxaf65TpR6aWcpsEV9GNdBXPJBSNDfzbwaFVr-aInWdtdVwIjHm_unZEsJfCv4tDhmSspDwp97bwrhaqL3pJKirmBql5R-fKWKnvIRcn4HkjC7FeZeqislRk-KrS7Pk5N5Hr1w7KZ7YMbUgXAKAo7o3ZIrOa_dKeNjQb5OqjhvcNGROPnfigW-rR9sI6Sx_WjzwDnI-0_SZ51hBPiqZlLOYS7_-uX0XasnGSGZ-btupDNgFdxrJ6ua41kpgNPKJCo.mwokMIfu6bvaECNhEYw0xAbnGDcnDdOXMgGAY1yNbIk&dib_tag=se&qid=1737618436&s=computers&sr=1-579&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Dell India Pvt Ltd,,New Inspiron 15,,,,Dell India Pvt Ltd,Dell India Pvt Ltd,,1 Count,,Laptop,Dell,Inspiron,"i5-1235U, Silver",Laptop,49.5 Centimeters,32.2 Centimeters,15.6 Inches,1920 x 1080 pixels,7.4 x 32.2 x 49.5 cm; 2.58 kg,1 Lithium Ion batteries required. (included),Intel,Core i5,3.3 GHz,1,8 GB,DDR4,16 GB,SSD,Speakers,,Intel,Integrated,Shared,,Integrated,Wi-Fi,2,240 Volts,Windows 10,Yes,,3,"User Manual, Laptop, Charger & Adapter",2 kg 580 g,B0BH54JDBY,"3.8
141 ratings
3.8 out of 5 stars","#31,211 in Computers & Accessories (See Top 100 in Computers & Accessories)
#871 in Traditional Laptops",3 October 2022,7.4 x 32.2 x 49.5 Centimeters,1920 x 1080 Pixels,DDR4 SDRAM,CD-R,2666 MHz,512 GB,,802.11n,,,,Battery Powered,,1,,,,65 Watts,,,,,,0.92 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer Aspire 5 13th Gen Intel Core i5-1335U Processor Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) A515-58M 15.6"" Full HD IPS 45% NTSC Display, Steel Gray, 1.75 KG","49,999",https://www.amazon.in/Acer-i5-1335U-Processor-Windows-A515-58M/dp/B0DF2W7Z7Q/ref=sr_1_581?dib=eyJ2IjoiMSJ9.EE1kRcrJPFWgVG2OPzSx0LcoaX35C5pwwuSXoxbxrdSzJzA_jbtsFXzK6N3DzzNKSy8oLIUdfmLKzBTGge_aDeyn2-jpvJOcLfM28uS3SWMxaf65TpR6aWcpsEV9GNdBXPJBSNDfzbwaFVr-aInWdtdVwIjHm_unZEsJfCv4tDhmSspDwp97bwrhaqL3pJKirmBql5R-fKWKnvIRcn4HkjC7FeZeqislRk-KrS7Pk5N5Hr1w7KZ7YMbUgXAKAo7o3ZIrOa_dKeNjQb5OqjhvcNGROPnfigW-rR9sI6Sx_WjzwDnI-0_SZ51hBPiqZlLOYS7_-uX0XasnGSGZ-btupDNgFdxrJ6ua41kpgNPKJCo.mwokMIfu6bvaECNhEYw0xAbnGDcnDdOXMgGAY1yNbIk&dib_tag=se&qid=1737618436&s=computers&sr=1-581&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Acer,China,A515-58M,50.29 x 32.29 x 7.2 cm; 1.75 kg,,,"COMPAL Electronics (CHONGQING) Co., Ltd. / No.D01, Zone D, Air Port Section of LiangLu CunTan Free Trade Port Area, YuBei District, Chongqing, China","ACER INDIA PRIVATE LIMITED Embassy Heights, 6th Floor, No. 13, Magrath Road, Next to HOSMAT Hospital, Bangalore, INDIA – 560025",,1 Count,,Laptop,Acer,Aspire 5,Gray,Laptop,,,15.6 Inches,1920 x 1080 pixels,,1 Lithium Ion batteries required. (included),Intel,Core i5,3.4 GHz,1,,Lpddr 5,16 GB,,Speakers,Intel Iris Xe Graphics,Intel,Integrated,SDRAM,,Integrated,Wi-Fi,2,240 Volts,Windows 11 Home,Yes,50 Watt Hours,3,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",1 kg 750 g,B0DF2W7Z7Q,,"#27,078 in Computers & Accessories (See Top 100 in Computers & Accessories)
#744 in Traditional Laptops",21 August 2024,,1920 x 1080 Pixels,SDRAM,,,,Solid State,,14 Hours,,,,,1,,,,,,0.5 Grams,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo ThinkPad E16 Intel Core i5 13th Gen 16"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/FPR/Black/1Y Onsite/1.77 kg), 21JNS0QE00","68,500",https://www.amazon.in/Lenovo-ThinkPad-Laptop-Windows-21JNS0QE00/dp/B0D6749MG1/ref=sr_1_582?dib=eyJ2IjoiMSJ9.EE1kRcrJPFWgVG2OPzSx0LcoaX35C5pwwuSXoxbxrdSzJzA_jbtsFXzK6N3DzzNKSy8oLIUdfmLKzBTGge_aDeyn2-jpvJOcLfM28uS3SWMxaf65TpR6aWcpsEV9GNdBXPJBSNDfzbwaFVr-aInWdtdVwIjHm_unZEsJfCv4tDhmSspDwp97bwrhaqL3pJKirmBql5R-fKWKnvIRcn4HkjC7FeZeqislRk-KrS7Pk5N5Hr1w7KZ7YMbUgXAKAo7o3ZIrOa_dKeNjQb5OqjhvcNGROPnfigW-rR9sI6Sx_WjzwDnI-0_SZ51hBPiqZlLOYS7_-uX0XasnGSGZ-btupDNgFdxrJ6ua41kpgNPKJCo.mwokMIfu6bvaECNhEYw0xAbnGDcnDdOXMgGAY1yNbIk&dib_tag=se&qid=1737618436&s=computers&sr=1-582&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Lenovo,,,49.1 x 33.29 x 8.5 cm; 1.77 kg,,,"LCFC (HeFei) Electronics Technology Co., Ltd. No.3188-1, Yungu Road, Economics and Technology Development District, Hefei, Anhui-230601, China","Lenovo India Pvt Ltd, RBD Icon, 2nd Floor, Doddenekundi, Marathaalli Outer Ring Road, Bangalore, India 560037",,1 Case,,Laptop,Lenovo,Thinkpad E16 G1,,Laptop,,,16 Inches,1366 x 768,,1 Lithium Polymer batteries required. (included),Intel,Core i5,1.3 GHz,1,16 GB,DDR4,40 GB,SSD,"Headphones, Speakers",,Intel,Integrated,Shared,,Integrated,Bluetooth,,230 Volts,Windows 11 Home,Yes,47 Watt Hours,3,"Laptop, User manual, Adapter",1 kg 770 g,B0D6749MG1,"3.2
31 ratings
3.2 out of 5 stars","#32,775 in Computers & Accessories (See Top 100 in Computers & Accessories)
#927 in Traditional Laptops",5 June 2024,,,,No Optical Drive,3200 MHz,512 GB,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad X250 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/12.5"" (31.8 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics)","12,300",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CKBSQHHK/ref=sr_1_583?dib=eyJ2IjoiMSJ9.EE1kRcrJPFWgVG2OPzSx0LcoaX35C5pwwuSXoxbxrdSzJzA_jbtsFXzK6N3DzzNKSy8oLIUdfmLKzBTGge_aDeyn2-jpvJOcLfM28uS3SWMxaf65TpR6aWcpsEV9GNdBXPJBSNDfzbwaFVr-aInWdtdVwIjHm_unZEsJfCv4tDhmSspDwp97bwrhaqL3pJKirmBql5R-fKWKnvIRcn4HkjC7FeZeqislRk-KrS7Pk5N5Hr1w7KZ7YMbUgXAKAo7o3ZIrOa_dKeNjQb5OqjhvcNGROPnfigW-rR9sI6Sx_WjzwDnI-0_SZ51hBPiqZlLOYS7_-uX0XasnGSGZ-btupDNgFdxrJ6ua41kpgNPKJCo.mwokMIfu6bvaECNhEYw0xAbnGDcnDdOXMgGAY1yNbIk&dib_tag=se&qid=1737618436&s=computers&sr=1-583&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Lenovo,,,42.4 x 39.6 x 7 cm; 1.5 kg,,,,,,1.00 count,,,Lenovo,Lenovo ThinkPad,Black,Laptop,,,12.5 Inches,1366 x 768,,1 Lithium Ion batteries required. (included),Intel,Intel Core i5,2.2 GHz,1,8 GB,DDR3,16 GB,SSD,Headphones,,Intel,Integrated,Shared,,,Wi-Fi,,,Windows,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",1 kg 500 g,B0CKBSQHHK,"2.6
14 ratings
2.6 out of 5 stars","#26,478 in Computers & Accessories (See Top 100 in Computers & Accessories)
#732 in Traditional Laptops",3 October 2023,,1366 x 768 Pixels,,,,256 GB,,,,,,,,1,,,,,,50 Grams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple 2024 MacBook Air (13-inch, Apple M3 chip with 8‑core CPU and 10‑core GPU, 24GB Unified Memory, 512GB) - Starlight","1,47,990",https://www.amazon.in/Apple-MacBook-13-inch-10%E2%80%91core-Unified/dp/B0DLHTNHKD/ref=sr_1_584?dib=eyJ2IjoiMSJ9.EE1kRcrJPFWgVG2OPzSx0LcoaX35C5pwwuSXoxbxrdSzJzA_jbtsFXzK6N3DzzNKSy8oLIUdfmLKzBTGge_aDeyn2-jpvJOcLfM28uS3SWMxaf65TpR6aWcpsEV9GNdBXPJBSNDfzbwaFVr-aInWdtdVwIjHm_unZEsJfCv4tDhmSspDwp97bwrhaqL3pJKirmBql5R-fKWKnvIRcn4HkjC7FeZeqislRk-KrS7Pk5N5Hr1w7KZ7YMbUgXAKAo7o3ZIrOa_dKeNjQb5OqjhvcNGROPnfigW-rR9sI6Sx_WjzwDnI-0_SZ51hBPiqZlLOYS7_-uX0XasnGSGZ-btupDNgFdxrJ6ua41kpgNPKJCo.mwokMIfu6bvaECNhEYw0xAbnGDcnDdOXMgGAY1yNbIk&dib_tag=se&qid=1737618436&s=computers&sr=1-584&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Apple,China,MC8P4HN/A,38.1 x 28.5 x 8.1 cm; 1.24 kg,B0DLHTNHKD,"Apple, Apple Inc, One Apple Park Way, Cupertino, CA 95014, USA. or Apple India Private Limited 13th Floor, Prestige Minsk Square, Municipal No. 6, Cubbon Road, Bengaluru, Karnataka - 560001, India",Not Applicable for Apple (Always),"(If applicable) Apple India Private Limited 13th Floor, Prestige Minsk Square, Municipal No. 6, Cubbon Road, Bengaluru, Karnataka - 560001, India",1 kg 240 g,1 Count,"13-inch MacBook Air with M3 chip 1N, USB-C Power Adapter, USB-C to MagSafe 3 Cable (2m) 1N","13-inch MacBook Air (M3, 2024)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Modern 14, Intel 12th Gen. i5-1235U, 36CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Intel Iris Xe/Urban Silver/1.4Kg), C12M-439IN","39,950",https://www.amazon.in/MSI-Core-12th-Gen-C12M-439IN/dp/B0CDCM8LHR/ref=sr_1_585?dib=eyJ2IjoiMSJ9.EE1kRcrJPFWgVG2OPzSx0LcoaX35C5pwwuSXoxbxrdSzJzA_jbtsFXzK6N3DzzNKSy8oLIUdfmLKzBTGge_aDeyn2-jpvJOcLfM28uS3SWMxaf65TpR6aWcpsEV9GNdBXPJBSNDfzbwaFVr-aInWdtdVwIjHm_unZEsJfCv4tDhmSspDwp97bwrhaqL3pJKirmBql5R-fKWKnvIRcn4HkjC7FeZeqislRk-KrS7Pk5N5Hr1w7KZ7YMbUgXAKAo7o3ZIrOa_dKeNjQb5OqjhvcNGROPnfigW-rR9sI6Sx_WjzwDnI-0_SZ51hBPiqZlLOYS7_-uX0XasnGSGZ-btupDNgFdxrJ6ua41kpgNPKJCo.mwokMIfu6bvaECNhEYw0xAbnGDcnDdOXMgGAY1yNbIk&dib_tag=se&qid=1737618436&s=computers&sr=1-585&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,MSI,,,,,,"Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China","Any one of the below: 1.Acro Engineering Company C-87 DDA Sheds, Okhla Industrial Area, Phase-1, New Delhi 110020, India 2.Redington (India) Limited “Redington House” Centre Point, Plot Nos. 8 & 11 (SP) Thiru. Vi. Ka, Industrial Estate, Chennai 600032, India 3.Ingram Micro India Private Limited 5th Floor, Empire Plaza, Building A, LBS Marg, Vikhroli West, Mumbai 400083, India 4.World Peace International (India) Private Limited Building No. 26, 2nd Floor, Okhla Phase III, New Delhi 110020, India.",,1 Count,,Laptop,MSI,Modern 14 C12M,Urban Silver,Laptop,43.5 Centimeters,30.5 Centimeters,36 Centimetres,,7.7 x 30.5 x 43.5 cm; 2.44 kg,1 Lithium Polymer batteries required. (included),Intel,Intel Core i5,1.3 GHz,1,16 GB,DDR4,16 GB,SSD,Headphones,Intel Iris Xe Graphics,Intel,Integrated,Shared,,Integrated,,1,,Windows 11 Home,Yes,,3,Laptop,2 kg 440 g,B0CDCM8LHR,"3.2
20 ratings
3.2 out of 5 stars","#28,419 in Computers & Accessories (See Top 100 in Computers & Accessories)
#772 in Traditional Laptops",2 August 2023,7.7 x 30.5 x 43.5 Centimeters,1920 x 1080 Pixels,,,,,,,42 Hours,,,Battery Powered,Windows,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer Aspire 3 AMD Ryzen 7-7730U Processor Laptop with 39.62 cm (15.6"") Full HD LED IPS Display (16GB RAM/512GB SSD/WiFi 6/AMD Graphics/Win11 Home/55Wh) A325-42, Backlit Keyboard, Pure Silver, 1.79KG","41,990",https://www.amazon.in/Acer-Processor-Graphics-A325-42-Keyboard/dp/B0DMFBW9X4/ref=sr_1_586?dib=eyJ2IjoiMSJ9.EE1kRcrJPFWgVG2OPzSx0LcoaX35C5pwwuSXoxbxrdSzJzA_jbtsFXzK6N3DzzNKSy8oLIUdfmLKzBTGge_aDeyn2-jpvJOcLfM28uS3SWMxaf65TpR6aWcpsEV9GNdBXPJBSNDfzbwaFVr-aInWdtdVwIjHm_unZEsJfCv4tDhmSspDwp97bwrhaqL3pJKirmBql5R-fKWKnvIRcn4HkjC7FeZeqislRk-KrS7Pk5N5Hr1w7KZ7YMbUgXAKAo7o3ZIrOa_dKeNjQb5OqjhvcNGROPnfigW-rR9sI6Sx_WjzwDnI-0_SZ51hBPiqZlLOYS7_-uX0XasnGSGZ-btupDNgFdxrJ6ua41kpgNPKJCo.mwokMIfu6bvaECNhEYw0xAbnGDcnDdOXMgGAY1yNbIk&dib_tag=se&qid=1737618436&s=computers&sr=1-586&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Acer,,A325-42,45.5 x 31.1 x 9.7 cm; 1.79 kg,,,Tech Front Chongqing Computer Co Ltd 18 ZONGBAO ROAD SHAPINGBA DISTRICT Chongqing China 401332,"ACER INDIA PRIVATE LIMITED Embassy Heights, 6th Floor, No. 13 Magrath Road, Next to HOSMAT Hospital, Bangalore, INDIA – 560025",,1 Count,,laptop,Acer,Aspire 3,Silver,Laptop,,,15.6 Inches,1920 x 1080 pixel,,1 Lithium Ion batteries required. (included),AMD,Ryzen 7,2 GHz,1,,DDR4,32 GB,SSD,Speakers,AMD Radeon R7,AMD,Integrated,DDR4 SDRAM,,Integrated,"Bluetooth, Wi-Fi",,240 Volts,Windows 11 Home,Yes,55 Watt Hours,2,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",1 kg 790 g,B0DMFBW9X4,"1.0
1 rating
1.0 out of 5 stars","#33,259 in Computers & Accessories (See Top 100 in Computers & Accessories)
#942 in Traditional Laptops",6 November 2024,,1920 x 1080 Pixels,DDR4 SDRAM,,,,Solid State,,,,,,,,,,,,,0.5 Grams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
